,TEAM_NAME,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,FG2M,FG2A,FG2_PCT,OUTCOME,DEFICIT_FGM,DEFICIT_FGA,DEFICIT_FG3M,DEFICIT_FG3A,DEFICIT_FTM,DEFICIT_FTA,DEFICIT_OREB,DEFICIT_DREB,DEFICIT_REB,DEFICIT_AST,DEFICIT_STL,DEFICIT_BLK,DEFICIT_TO,DEFICIT_PF,DEFICIT_FG2M,DEFICIT_FG2A
0,Magic,7,25,0.28,10,18,0.556,8,41,49,21,5,12,14,20,81,25,59,0.423728813559,0,0.492307692308,0.466666666667,0.636363636364,0.568181818182,0.37037037037,0.428571428571,0.32,0.493975903614,0.453703703704,0.488372093023,0.454545454545,0.705882352941,0.538461538462,0.487804878049,0.462962962963,0.433823529412
1,Cavaliers,4,19,0.211,17,24,0.708,17,42,59,22,6,5,12,21,87,29,77,0.376623376623,1,0.507692307692,0.533333333333,0.363636363636,0.431818181818,0.62962962963,0.571428571429,0.68,0.506024096386,0.546296296296,0.511627906977,0.545454545455,0.294117647059,0.461538461538,0.512195121951,0.537037037037,0.566176470588
