,TEAM_NAME,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,FG2M,FG2A,FG2_PCT,OUTCOME,DEFICIT_FGM,DEFICIT_FGA,DEFICIT_FG3M,DEFICIT_FG3A,DEFICIT_FTM,DEFICIT_FTA,DEFICIT_OREB,DEFICIT_DREB,DEFICIT_REB,DEFICIT_AST,DEFICIT_STL,DEFICIT_BLK,DEFICIT_TO,DEFICIT_PF,DEFICIT_FG2M,DEFICIT_FG2A
0,Heat,11,20,0.55,22,29,0.759,5,35,40,26,10,7,18,21,107,26,52,0.5,1,0.513888888889,0.464516129032,0.611111111111,0.434782608696,0.55,0.557692307692,0.3125,0.538461538462,0.493827160494,0.530612244898,0.47619047619,0.636363636364,0.5,0.4375,0.481481481481,0.477064220183
1,Bulls,7,26,0.269,18,23,0.783,11,30,41,23,11,4,18,27,95,28,57,0.491228070175,0,0.486111111111,0.535483870968,0.388888888889,0.565217391304,0.45,0.442307692308,0.6875,0.461538461538,0.506172839506,0.469387755102,0.52380952381,0.363636363636,0.5,0.5625,0.518518518519,0.522935779817
2,Magic,9,19,0.474,6,10,0.6,13,26,39,17,10,6,17,26,87,27,74,0.364864864865,0,0.514285714286,0.567073170732,0.5625,0.527777777778,0.214285714286,0.238095238095,0.565217391304,0.433333333333,0.469879518072,0.5,0.714285714286,0.25,0.459459459459,0.666666666667,0.5,0.578125
3,Pacers,7,17,0.412,22,32,0.688,10,34,44,17,4,18,20,13,97,27,54,0.5,1,0.485714285714,0.432926829268,0.4375,0.472222222222,0.785714285714,0.761904761905,0.434782608696,0.566666666667,0.530120481928,0.5,0.285714285714,0.75,0.540540540541,0.333333333333,0.5,0.421875
4,Spurs,11,20,0.55,10,16,0.625,4,36,40,25,3,6,15,18,101,29,56,0.517857142857,1,0.506329113924,0.449704142012,0.578947368421,0.571428571429,0.555555555556,0.516129032258,0.266666666667,0.521739130435,0.47619047619,0.510204081633,0.333333333333,0.666666666667,0.51724137931,0.545454545455,0.483333333333,0.417910447761
5,Grizzlies,8,15,0.533,8,15,0.533,11,33,44,24,6,3,14,15,94,31,78,0.397435897436,0,0.493670886076,0.550295857988,0.421052631579,0.428571428571,0.444444444444,0.483870967742,0.733333333333,0.478260869565,0.52380952381,0.489795918367,0.666666666667,0.333333333333,0.48275862069,0.454545454545,0.516666666667,0.582089552239
6,Magic,10,27,0.37,11,18,0.611,14,40,54,21,7,6,18,29,115,37,73,0.506849315068,0,0.52808988764,0.5,0.555555555556,0.519230769231,0.282051282051,0.346153846154,0.5,0.533333333333,0.52427184466,0.4375,0.5,0.666666666667,0.5625,0.604166666667,0.521126760563,0.493243243243
7,Timberwolves,8,25,0.32,28,34,0.824,14,35,49,27,7,3,14,19,120,34,75,0.453333333333,1,0.47191011236,0.5,0.444444444444,0.480769230769,0.717948717949,0.653846153846,0.5,0.466666666667,0.47572815534,0.5625,0.5,0.333333333333,0.4375,0.395833333333,0.478873239437,0.506756756757
8,Knicks,3,13,0.231,15,17,0.882,6,28,34,17,12,6,22,16,90,33,58,0.568965517241,1,0.514285714286,0.489655172414,0.375,0.448275862069,0.6,0.586206896552,0.545454545455,0.518518518519,0.523076923077,0.472222222222,0.545454545455,0.6,0.488888888889,0.421052631579,0.532258064516,0.5
9,Bucks,5,16,0.313,10,12,0.833,5,26,31,19,10,4,23,22,83,29,58,0.5,0,0.485714285714,0.510344827586,0.625,0.551724137931,0.4,0.413793103448,0.454545454545,0.481481481481,0.476923076923,0.527777777778,0.454545454545,0.4,0.511111111111,0.578947368421,0.467741935484,0.5
10,Trail Blazers,8,26,0.308,17,24,0.708,11,28,39,19,5,5,13,14,91,25,55,0.454545454545,0,0.434210526316,0.493902439024,0.666666666667,0.577777777778,0.548387096774,0.571428571429,0.5,0.4375,0.453488372093,0.513513513514,0.384615384615,0.5,0.464285714286,0.451612903226,0.390625,0.46218487395
11,Suns,4,19,0.211,14,18,0.778,11,36,47,18,8,5,15,17,104,39,64,0.609375,1,0.565789473684,0.506097560976,0.333333333333,0.422222222222,0.451612903226,0.428571428571,0.5,0.5625,0.546511627907,0.486486486486,0.615384615385,0.5,0.535714285714,0.548387096774,0.609375,0.53781512605
12,Wizards,10,25,0.4,24,32,0.75,13,25,38,23,5,3,16,30,102,24,53,0.452830188679,0,0.465753424658,0.5,0.526315789474,0.510204081633,0.48,0.492307692308,0.52,0.438596491228,0.463414634146,0.489361702128,0.454545454545,0.428571428571,0.470588235294,0.526315789474,0.444444444444,0.495327102804
13,Pistons,9,24,0.375,26,33,0.788,12,32,44,24,6,4,18,27,113,30,54,0.555555555556,1,0.534246575342,0.5,0.473684210526,0.489795918367,0.52,0.507692307692,0.48,0.561403508772,0.536585365854,0.510638297872,0.545454545455,0.571428571429,0.529411764706,0.473684210526,0.555555555556,0.504672897196
14,Cavaliers,5,15,0.333,23,34,0.676,16,32,48,21,7,3,11,20,98,30,69,0.434782608696,1,0.514705882353,0.506024096386,0.357142857143,0.384615384615,0.547619047619,0.586206896552,0.64,0.533333333333,0.564705882353,0.466666666667,0.466666666667,0.272727272727,0.423076923077,0.425531914894,0.555555555556,0.543307086614
15,Nets,9,24,0.375,19,24,0.792,9,28,37,24,8,8,15,27,94,24,58,0.413793103448,0,0.485294117647,0.493975903614,0.642857142857,0.615384615385,0.452380952381,0.413793103448,0.36,0.466666666667,0.435294117647,0.533333333333,0.533333333333,0.727272727273,0.576923076923,0.574468085106,0.444444444444,0.456692913386
16,Rockets,9,25,0.36,15,24,0.625,14,40,54,17,4,6,18,16,96,27,51,0.529411764706,1,0.521739130435,0.457831325301,0.692307692308,0.714285714286,0.535714285714,0.545454545455,0.538461538462,0.615384615385,0.593406593407,0.548387096774,0.333333333333,0.5,0.72,0.432432432432,0.482142857143,0.389312977099
17,Bobcats,4,10,0.4,13,20,0.65,12,25,37,14,8,6,7,21,83,29,80,0.3625,0,0.478260869565,0.542168674699,0.307692307692,0.285714285714,0.464285714286,0.454545454545,0.461538461538,0.384615384615,0.406593406593,0.451612903226,0.666666666667,0.5,0.28,0.567567567568,0.517857142857,0.610687022901
18,Mavericks,11,24,0.458,19,24,0.792,7,35,42,31,7,2,20,22,118,33,53,0.622641509434,1,0.543209876543,0.503267973856,0.578947368421,0.5,0.413043478261,0.406779661017,0.583333333333,0.555555555556,0.56,0.534482758621,0.304347826087,0.285714285714,0.540540540541,0.52380952381,0.532258064516,0.504761904762
19,Hawks,8,24,0.333,27,35,0.771,5,28,33,27,16,5,17,20,109,29,52,0.557692307692,0,0.456790123457,0.496732026144,0.421052631579,0.5,0.586956521739,0.593220338983,0.416666666667,0.444444444444,0.44,0.465517241379,0.695652173913,0.714285714286,0.459459459459,0.47619047619,0.467741935484,0.495238095238
20,Kings,8,21,0.381,16,23,0.696,11,30,41,13,8,7,14,26,90,25,60,0.416666666667,1,0.492537313433,0.50625,0.615384615385,0.583333333333,0.516129032258,0.575,0.578947368421,0.47619047619,0.5,0.40625,0.727272727273,0.388888888889,0.4375,0.553191489362,0.462962962963,0.483870967742
21,Nuggets,5,15,0.333,15,17,0.882,8,33,41,19,3,11,18,21,88,29,64,0.453125,0,0.507462686567,0.49375,0.384615384615,0.416666666667,0.483870967742,0.425,0.421052631579,0.52380952381,0.5,0.59375,0.272727272727,0.611111111111,0.5625,0.446808510638,0.537037037037,0.516129032258
22,Raptors,5,17,0.294,12,23,0.522,19,29,48,15,9,6,17,25,93,33,69,0.478260869565,1,0.542857142857,0.565789473684,0.625,0.566666666667,0.375,0.442307692308,0.730769230769,0.527272727273,0.592592592593,0.5,0.473684210526,0.461538461538,0.435897435897,0.480769230769,0.532258064516,0.565573770492
23,Celtics,3,13,0.231,20,29,0.69,7,26,33,15,10,7,22,27,87,29,53,0.547169811321,0,0.457142857143,0.434210526316,0.375,0.433333333333,0.625,0.557692307692,0.269230769231,0.472727272727,0.407407407407,0.5,0.526315789474,0.538461538462,0.564102564103,0.519230769231,0.467741935484,0.434426229508
24,Pelicans,5,11,0.455,17,21,0.81,15,28,43,17,7,5,15,29,90,29,74,0.391891891892,0,0.53125,0.548387096774,0.333333333333,0.323529411765,0.404761904762,0.411764705882,0.714285714286,0.474576271186,0.5375,0.472222222222,0.583333333333,0.294117647059,0.483870967742,0.617021276596,0.591836734694,0.611570247934
25,Pacers,10,23,0.435,25,30,0.833,6,31,37,19,5,12,16,18,95,20,47,0.425531914894,1,0.46875,0.451612903226,0.666666666667,0.676470588235,0.595238095238,0.588235294118,0.285714285714,0.525423728814,0.4625,0.527777777778,0.416666666667,0.705882352941,0.516129032258,0.382978723404,0.408163265306,0.388429752066
26,Jazz,6,22,0.273,20,30,0.667,10,34,44,25,6,5,22,28,98,30,57,0.526315789474,0,0.521739130435,0.49375,0.5,0.536585365854,0.408163265306,0.47619047619,0.5,0.492753623188,0.494382022472,0.735294117647,0.285714285714,0.555555555556,0.628571428571,0.538461538462,0.526315789474,0.478991596639
27,Thunder,6,19,0.316,29,33,0.879,10,35,45,9,15,4,13,24,101,27,62,0.435483870968,1,0.478260869565,0.50625,0.5,0.463414634146,0.591836734694,0.52380952381,0.5,0.507246376812,0.505617977528,0.264705882353,0.714285714286,0.444444444444,0.371428571429,0.461538461538,0.473684210526,0.521008403361
28,76ers,8,21,0.381,20,24,0.833,8,32,40,24,16,1,18,21,114,35,59,0.593220338983,1,0.505882352941,0.484848484848,0.333333333333,0.344262295082,0.666666666667,0.648648648649,0.533333333333,0.571428571429,0.56338028169,0.444444444444,0.695652173913,1.0,0.486486486486,0.45652173913,0.573770491803,0.567307692308
29,Heat,16,40,0.4,10,13,0.769,7,24,31,30,7,0,19,25,110,26,45,0.577777777778,0,0.494117647059,0.515151515152,0.666666666667,0.655737704918,0.333333333333,0.351351351351,0.466666666667,0.428571428571,0.43661971831,0.555555555556,0.304347826087,0.0,0.513513513514,0.54347826087,0.426229508197,0.432692307692
30,Knicks,9,24,0.375,10,14,0.714,13,29,42,20,12,8,15,24,81,22,62,0.354838709677,0,0.5,0.530864197531,0.75,0.6,0.37037037037,0.424242424242,0.5,0.453125,0.466666666667,0.5,0.705882352941,0.727272727273,0.454545454545,0.6,0.44,0.508196721311
31,Bulls,3,16,0.188,17,19,0.895,13,35,48,20,5,3,18,16,82,28,60,0.466666666667,1,0.5,0.469135802469,0.25,0.4,0.62962962963,0.575757575758,0.5,0.546875,0.533333333333,0.5,0.294117647059,0.272727272727,0.545454545455,0.4,0.56,0.491803278689
32,Wizards,9,26,0.346,11,17,0.647,15,31,46,23,14,6,17,16,102,32,68,0.470588235294,0,0.460674157303,0.5,0.6,0.530612244898,0.611111111111,0.548387096774,0.625,0.455882352941,0.5,0.469387755102,0.636363636364,0.5,0.472222222222,0.484848484848,0.432432432432,0.489208633094
33,76ers,6,23,0.261,7,14,0.5,9,37,46,26,8,6,19,17,109,42,71,0.591549295775,1,0.539325842697,0.5,0.4,0.469387755102,0.388888888889,0.451612903226,0.375,0.544117647059,0.5,0.530612244898,0.363636363636,0.5,0.527777777778,0.515151515152,0.567567567568,0.510791366906
34,Thunder,7,31,0.226,16,19,0.842,14,28,42,16,5,6,21,28,81,22,52,0.423076923077,0,0.467741935484,0.51875,0.466666666667,0.607843137255,0.380952380952,0.365384615385,0.608695652174,0.444444444444,0.488372093023,0.432432432432,0.263157894737,0.75,0.583333333333,0.571428571429,0.468085106383,0.477064220183
35,Timberwolves,8,20,0.4,26,33,0.788,9,35,44,21,14,2,15,21,100,25,57,0.438596491228,1,0.532258064516,0.48125,0.533333333333,0.392156862745,0.619047619048,0.634615384615,0.391304347826,0.555555555556,0.511627906977,0.567567567568,0.736842105263,0.25,0.416666666667,0.428571428571,0.531914893617,0.522935779817
36,Raptors,7,23,0.304,8,14,0.571,10,32,42,15,5,6,12,25,95,33,65,0.507692307692,0,0.526315789474,0.533333333333,0.411764705882,0.5,0.285714285714,0.311111111111,0.588235294118,0.516129032258,0.53164556962,0.384615384615,0.416666666667,0.666666666667,0.48,0.675675675676,0.559322033898,0.546218487395
37,Hawks,10,23,0.435,20,31,0.645,7,30,37,24,7,3,13,12,102,26,54,0.481481481481,1,0.473684210526,0.466666666667,0.588235294118,0.5,0.714285714286,0.688888888889,0.411764705882,0.483870967742,0.46835443038,0.615384615385,0.583333333333,0.333333333333,0.52,0.324324324324,0.440677966102,0.453781512605
38,Jazz,5,17,0.294,17,27,0.63,22,31,53,20,3,1,20,20,84,26,68,0.382352941176,0,0.5,0.505952380952,0.454545454545,0.435897435897,0.472222222222,0.529411764706,0.578947368421,0.508196721311,0.535353535354,0.571428571429,0.230769230769,0.0909090909091,0.555555555556,0.454545454545,0.509803921569,0.527131782946
39,Suns,6,22,0.273,19,24,0.792,16,30,46,15,10,10,16,24,87,25,61,0.409836065574,1,0.5,0.494047619048,0.545454545455,0.564102564103,0.527777777778,0.470588235294,0.421052631579,0.491803278689,0.464646464646,0.428571428571,0.769230769231,0.909090909091,0.444444444444,0.545454545455,0.490196078431,0.472868217054
40,Rockets,11,29,0.379,34,51,0.667,13,38,51,17,11,4,22,20,113,23,44,0.522727272727,1,0.472222222222,0.421965317919,0.55,0.517857142857,0.62962962963,0.671052631579,0.448275862069,0.584615384615,0.542553191489,0.459459459459,0.55,0.363636363636,0.611111111111,0.350877192982,0.442307692308,0.376068376068
41,Mavericks,9,27,0.333,20,25,0.8,16,27,43,20,9,7,14,37,105,29,73,0.397260273973,0,0.527777777778,0.578034682081,0.45,0.482142857143,0.37037037037,0.328947368421,0.551724137931,0.415384615385,0.457446808511,0.540540540541,0.45,0.636363636364,0.388888888889,0.649122807018,0.557692307692,0.623931623932
