,TEAM_NAME,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,FG2M,FG2A,FG2_PCT,OUTCOME,DEFICIT_FGM,DEFICIT_FGA,DEFICIT_FG3M,DEFICIT_FG3A,DEFICIT_FTM,DEFICIT_FTA,DEFICIT_OREB,DEFICIT_DREB,DEFICIT_REB,DEFICIT_AST,DEFICIT_STL,DEFICIT_BLK,DEFICIT_TO,DEFICIT_PF,DEFICIT_FG2M,DEFICIT_FG2A
0,Magic,6,26,0.231,16,19,0.842,12,33,45,22,11,3,12,30,100,33,63,0.52380952381,0,0.534246575342,0.542682926829,0.333333333333,0.456140350877,0.4,0.365384615385,0.631578947368,0.492537313433,0.523255813953,0.423076923077,0.611111111111,0.6,0.48,0.666666666667,0.6,0.588785046729
1,Hornets,12,31,0.387,24,33,0.727,7,34,41,30,7,2,13,15,104,22,44,0.5,1,0.465753424658,0.457317073171,0.666666666667,0.543859649123,0.6,0.634615384615,0.368421052632,0.507462686567,0.476744186047,0.576923076923,0.388888888889,0.4,0.52,0.333333333333,0.4,0.411214953271
2,Pelicans,11,32,0.344,25,37,0.676,19,36,55,16,9,3,11,22,110,26,71,0.366197183099,1,0.493333333333,0.528205128205,0.52380952381,0.477611940299,0.568181818182,0.544117647059,0.513513513514,0.45,0.470085470085,0.432432432432,0.473684210526,0.157894736842,0.366666666667,0.448979591837,0.481481481481,0.5546875
3,Pacers,10,35,0.286,19,31,0.613,18,44,62,21,10,16,19,27,105,28,57,0.491228070175,0,0.506666666667,0.471794871795,0.47619047619,0.522388059701,0.431818181818,0.455882352941,0.486486486486,0.55,0.529914529915,0.567567567568,0.526315789474,0.842105263158,0.633333333333,0.551020408163,0.518518518519,0.4453125
4,Heat,3,16,0.188,14,20,0.7,9,39,48,19,9,4,14,24,77,27,65,0.415384615385,0,0.535714285714,0.522580645161,0.2,0.355555555556,0.35,0.392156862745,0.5625,0.464285714286,0.48,0.59375,0.5625,0.8,0.466666666667,0.558139534884,0.658536585366,0.590909090909
5,Hornets,12,29,0.414,26,31,0.839,7,45,52,13,7,1,16,19,90,14,45,0.311111111111,1,0.464285714286,0.477419354839,0.8,0.644444444444,0.65,0.607843137255,0.4375,0.535714285714,0.52,0.40625,0.4375,0.2,0.533333333333,0.441860465116,0.341463414634,0.409090909091
6,Kings,7,26,0.269,18,28,0.643,14,36,50,25,10,5,23,18,109,35,65,0.538461538462,1,0.5,0.478947368421,0.411764705882,0.456140350877,0.620689655172,0.636363636364,0.424242424242,0.521739130435,0.490196078431,0.510204081633,0.47619047619,0.555555555556,0.5,0.375,0.522388059701,0.488721804511
7,Trail Blazers,10,31,0.323,11,16,0.688,19,33,52,24,11,4,23,30,105,32,68,0.470588235294,0,0.5,0.521052631579,0.588235294118,0.543859649123,0.379310344828,0.363636363636,0.575757575758,0.478260869565,0.509803921569,0.489795918367,0.52380952381,0.444444444444,0.5,0.625,0.477611940299,0.511278195489
8,Raptors,4,16,0.25,19,23,0.826,15,33,48,15,10,0,14,19,87,28,69,0.405797101449,0,0.477611940299,0.548387096774,0.363636363636,0.484848484848,0.513513513514,0.489361702128,0.789473684211,0.5,0.564705882353,0.340909090909,0.555555555556,0.0,0.451612903226,0.463414634146,0.5,0.565573770492
9,Warriors,7,17,0.412,18,24,0.75,4,33,37,29,8,7,17,22,95,28,53,0.528301886792,1,0.522388059701,0.451612903226,0.636363636364,0.515151515152,0.486486486486,0.510638297872,0.210526315789,0.5,0.435294117647,0.659090909091,0.444444444444,1.0,0.548387096774,0.536585365854,0.5,0.434426229508
10,Wizards,15,26,0.577,18,22,0.818,9,38,47,36,10,2,14,15,129,33,70,0.471428571429,1,0.564705882353,0.539325842697,0.625,0.464285714286,0.6,0.55,0.6,0.513513513514,0.52808988764,0.620689655172,0.625,0.2,0.378378378378,0.428571428571,0.540983606557,0.573770491803
11,76ers,9,30,0.3,12,18,0.667,6,36,42,22,6,8,23,20,95,28,52,0.538461538462,0,0.435294117647,0.460674157303,0.375,0.535714285714,0.4,0.45,0.4,0.486486486486,0.47191011236,0.379310344828,0.375,0.8,0.621621621622,0.571428571429,0.459016393443,0.426229508197
12,Pacers,10,22,0.455,29,35,0.829,18,28,46,16,10,3,13,23,115,28,63,0.444444444444,1,0.493506493506,0.515151515152,0.434782608696,0.43137254902,0.58,0.564516129032,0.620689655172,0.48275862069,0.528735632184,0.390243902439,0.666666666667,0.5,0.40625,0.450980392157,0.518518518519,0.552631578947
13,Pistons,13,29,0.448,21,27,0.778,11,30,41,25,5,3,19,28,112,26,51,0.509803921569,0,0.506493506494,0.484848484848,0.565217391304,0.56862745098,0.42,0.435483870968,0.379310344828,0.51724137931,0.471264367816,0.609756097561,0.333333333333,0.5,0.59375,0.549019607843,0.481481481481,0.447368421053
14,Nuggets,8,28,0.286,16,19,0.842,13,39,52,22,11,3,22,17,96,28,57,0.491228070175,1,0.514285714286,0.497076023392,0.470588235294,0.430769230769,0.64,0.633333333333,0.541666666667,0.557142857143,0.553191489362,0.488888888889,0.578947368421,0.272727272727,0.511627906977,0.485714285714,0.528301886792,0.537735849057
15,Mavericks,9,37,0.243,9,11,0.818,11,31,42,23,8,8,21,18,86,25,49,0.510204081633,0,0.485714285714,0.502923976608,0.529411764706,0.569230769231,0.36,0.366666666667,0.458333333333,0.442857142857,0.446808510638,0.511111111111,0.421052631579,0.727272727273,0.488372093023,0.514285714286,0.471698113208,0.462264150943
16,Bucks,3,11,0.273,22,31,0.71,8,34,42,18,11,6,19,34,95,32,66,0.484848484848,0,0.514705882353,0.4375,0.1875,0.22,0.458333333333,0.449275362319,0.25,0.492753623188,0.415841584158,0.461538461538,0.478260869565,0.545454545455,0.558823529412,0.576271186441,0.615384615385,0.52380952381
17,Bulls,13,39,0.333,26,38,0.684,24,35,59,21,12,5,15,25,105,20,60,0.333333333333,1,0.485294117647,0.5625,0.8125,0.78,0.541666666667,0.550724637681,0.75,0.507246376812,0.584158415842,0.538461538462,0.521739130435,0.454545454545,0.441176470588,0.423728813559,0.384615384615,0.47619047619
18,Grizzlies,7,19,0.368,25,29,0.862,8,39,47,16,6,5,23,28,92,23,58,0.396551724138,1,0.491803278689,0.472392638037,0.583333333333,0.387755102041,0.531914893617,0.483333333333,0.333333333333,0.527027027027,0.479591836735,0.484848484848,0.260869565217,0.625,0.575,0.518518518519,0.469387755102,0.508771929825
19,Rockets,5,30,0.167,22,31,0.71,16,35,51,17,17,3,17,26,89,26,56,0.464285714286,0,0.508196721311,0.527607361963,0.416666666667,0.612244897959,0.468085106383,0.516666666667,0.666666666667,0.472972972973,0.520408163265,0.515151515152,0.739130434783,0.375,0.425,0.481481481481,0.530612244898,0.491228070175
20,Thunder,11,22,0.5,11,15,0.733,14,31,45,34,6,7,17,21,122,39,68,0.573529411765,1,0.581395348837,0.526315789474,0.733333333333,0.55,0.323529411765,0.340909090909,0.56,0.659574468085,0.625,0.59649122807,0.428571428571,0.777777777778,0.53125,0.6,0.549295774648,0.519083969466
