,TEAM_NAME,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,FG2M,FG2A,FG2_PCT,OUTCOME,DEFICIT_FGM,DEFICIT_FGA,DEFICIT_FG3M,DEFICIT_FG3A,DEFICIT_FTM,DEFICIT_FTA,DEFICIT_OREB,DEFICIT_DREB,DEFICIT_REB,DEFICIT_AST,DEFICIT_STL,DEFICIT_BLK,DEFICIT_TO,DEFICIT_PF,DEFICIT_FG2M,DEFICIT_FG2A
10,Timberwolves,4,13,0.308,16,24,0.667,15,35,50,20,8,7,11,20,90,31,81,0.382716049383,0,0.460526315789,0.525139664804,0.5,0.448275862069,0.484848484848,0.545454545455,0.681818181818,0.472972972973,0.520833333333,0.512820512821,0.615384615385,0.4375,0.458333333333,0.487804878049,0.455882352941,0.54
11,Pacers,4,16,0.25,17,20,0.85,7,39,46,19,5,9,13,21,103,37,69,0.536231884058,1,0.539473684211,0.474860335196,0.5,0.551724137931,0.515151515152,0.454545454545,0.318181818182,0.527027027027,0.479166666667,0.487179487179,0.384615384615,0.5625,0.541666666667,0.512195121951,0.544117647059,0.46
12,Pistons,11,32,0.344,22,31,0.71,11,29,40,28,6,3,13,31,111,28,62,0.451612903226,1,0.527027027027,0.556213017751,0.55,0.603773584906,0.423076923077,0.442857142857,0.5,0.439393939394,0.454545454545,0.636363636364,0.545454545455,0.5,0.371428571429,0.476923076923,0.518518518519,0.534482758621
13,Bulls,9,21,0.429,30,39,0.769,11,37,48,16,5,3,22,34,109,26,54,0.481481481481,0,0.472972972973,0.443786982249,0.45,0.396226415094,0.576923076923,0.557142857143,0.5,0.560606060606,0.545454545455,0.363636363636,0.454545454545,0.5,0.628571428571,0.523076923077,0.481481481481,0.465517241379
14,Magic,7,20,0.35,21,32,0.656,13,43,56,24,4,4,16,21,108,33,68,0.485294117647,1,0.519480519481,0.483516483516,0.583333333333,0.384615384615,0.488372093023,0.542372881356,0.52,0.544303797468,0.538461538462,0.521739130435,0.25,0.333333333333,0.64,0.488372093023,0.507692307692,0.523076923077
15,Heat,5,32,0.156,22,27,0.815,12,36,48,22,12,8,9,22,101,32,62,0.516129032258,0,0.480519480519,0.516483516484,0.416666666667,0.615384615385,0.511627906977,0.457627118644,0.48,0.455696202532,0.461538461538,0.478260869565,0.75,0.666666666667,0.36,0.511627906977,0.492307692308,0.476923076923
16,Rockets,10,26,0.385,29,45,0.644,14,26,40,19,14,1,23,45,111,26,52,0.5,1,0.58064516129,0.549295774648,0.526315789474,0.481481481481,0.381578947368,0.412844036697,0.48275862069,0.509803921569,0.5,0.575757575758,0.7,0.1,0.5,0.555555555556,0.604651162791,0.590909090909
17,Mavericks,9,28,0.321,47,64,0.734,15,25,40,14,6,9,23,36,108,17,36,0.472222222222,0,0.41935483871,0.450704225352,0.473684210526,0.518518518519,0.618421052632,0.587155963303,0.51724137931,0.490196078431,0.5,0.424242424242,0.3,0.9,0.5,0.444444444444,0.395348837209,0.409090909091
18,Raptors,10,24,0.417,12,24,0.5,10,22,32,24,11,5,14,36,106,32,62,0.516129032258,0,0.53164556962,0.562091503268,0.714285714286,0.685714285714,0.255319148936,0.324324324324,0.454545454545,0.423076923077,0.432432432432,0.545454545455,0.55,0.384615384615,0.411764705882,0.666666666667,0.492307692308,0.525423728814
19,Kings,4,11,0.364,35,50,0.7,12,30,42,20,9,8,20,18,113,33,56,0.589285714286,1,0.46835443038,0.437908496732,0.285714285714,0.314285714286,0.744680851064,0.675675675676,0.545454545455,0.576923076923,0.567567567568,0.454545454545,0.45,0.615384615385,0.588235294118,0.333333333333,0.507692307692,0.474576271186
20,Jazz,7,14,0.5,17,30,0.567,12,40,52,15,9,6,21,25,92,27,63,0.428571428571,1,0.548387096774,0.487341772152,0.7,0.424242424242,0.548387096774,0.6,0.521739130435,0.540540540541,0.536082474227,0.535714285714,0.45,0.666666666667,0.5,0.480769230769,0.519230769231,0.504
21,Trail Blazers,3,19,0.158,14,20,0.7,11,34,45,13,11,3,21,27,73,25,62,0.403225806452,0,0.451612903226,0.512658227848,0.3,0.575757575758,0.451612903226,0.4,0.478260869565,0.459459459459,0.463917525773,0.464285714286,0.55,0.333333333333,0.5,0.519230769231,0.480769230769,0.496
22,Thunder,4,19,0.211,29,35,0.829,22,20,42,18,16,5,14,32,101,30,73,0.41095890411,0,0.453333333333,0.560975609756,0.4,0.612903225806,0.527272727273,0.5,0.6875,0.37037037037,0.488372093023,0.418604651163,0.727272727273,0.5,0.368421052632,0.551724137931,0.461538461538,0.548872180451
23,Nuggets,6,12,0.5,26,35,0.743,10,34,44,25,6,5,24,26,114,35,60,0.583333333333,1,0.546666666667,0.439024390244,0.6,0.387096774194,0.472727272727,0.5,0.3125,0.62962962963,0.511627906977,0.581395348837,0.272727272727,0.5,0.631578947368,0.448275862069,0.538461538462,0.451127819549
24,76ers,7,20,0.35,23,37,0.622,14,39,53,29,8,4,11,23,106,31,70,0.442857142857,1,0.542857142857,0.508474576271,0.5,0.47619047619,0.522727272727,0.536231884058,0.56,0.5,0.514563106796,0.659090909091,0.571428571429,0.5,0.44,0.433962264151,0.553571428571,0.518518518519
25,Hornets,7,22,0.318,21,32,0.656,11,39,50,15,6,4,14,30,92,25,65,0.384615384615,0,0.457142857143,0.491525423729,0.5,0.52380952381,0.477272727273,0.463768115942,0.44,0.5,0.485436893204,0.340909090909,0.428571428571,0.5,0.56,0.566037735849,0.446428571429,0.481481481481
26,Knicks,5,24,0.208,25,27,0.926,8,31,39,20,7,6,28,23,86,23,45,0.511111111111,0,0.417910447761,0.463087248322,0.3125,0.521739130435,0.595238095238,0.519230769231,0.5,0.516666666667,0.513157894737,0.47619047619,0.333333333333,0.666666666667,0.651162790698,0.511111111111,0.450980392157,0.436893203883
27,Celtics,11,22,0.5,17,25,0.68,8,29,37,22,14,3,15,22,106,28,58,0.48275862069,1,0.582089552239,0.536912751678,0.6875,0.478260869565,0.404761904762,0.480769230769,0.5,0.483333333333,0.486842105263,0.52380952381,0.666666666667,0.333333333333,0.348837209302,0.488888888889,0.549019607843,0.563106796117
28,Bucks,6,12,0.5,14,22,0.636,13,36,49,23,9,5,21,26,86,27,68,0.397058823529,1,0.507692307692,0.506329113924,0.666666666667,0.5,0.466666666667,0.468085106383,0.565217391304,0.529411764706,0.538461538462,0.511111111111,0.428571428571,0.454545454545,0.583333333333,0.541666666667,0.482142857143,0.507462686567
29,Grizzlies,3,12,0.25,16,25,0.64,10,32,42,22,12,6,15,22,83,29,66,0.439393939394,0,0.492307692308,0.493670886076,0.333333333333,0.5,0.533333333333,0.531914893617,0.434782608696,0.470588235294,0.461538461538,0.488888888889,0.571428571429,0.545454545455,0.416666666667,0.458333333333,0.517857142857,0.492537313433
30,Wizards,3,14,0.214,21,29,0.724,10,38,48,16,6,3,20,24,94,32,58,0.551724137931,1,0.522388059701,0.45,0.3,0.333333333333,0.538461538462,0.557692307692,0.454545454545,0.567164179104,0.539325842697,0.5,0.375,0.5,0.666666666667,0.510638297872,0.561403508772,0.491525423729
31,Pelicans,7,28,0.25,18,23,0.783,12,29,41,16,10,3,10,23,89,25,60,0.416666666667,0,0.477611940299,0.55,0.7,0.666666666667,0.461538461538,0.442307692308,0.545454545455,0.432835820896,0.460674157303,0.5,0.625,0.5,0.333333333333,0.489361702128,0.438596491228,0.508474576271
32,Bucks,7,27,0.259,19,28,0.679,10,38,48,20,8,1,23,30,80,20,47,0.425531914894,0,0.465517241379,0.477419354839,0.583333333333,0.509433962264,0.413043478261,0.424242424242,0.4,0.5,0.475247524752,0.5,0.444444444444,0.5,0.589743589744,0.555555555556,0.434782608696,0.460784313725
33,Pistons,5,26,0.192,27,38,0.711,15,38,53,20,10,1,16,24,94,26,55,0.472727272727,1,0.534482758621,0.522580645161,0.416666666667,0.490566037736,0.586956521739,0.575757575758,0.6,0.5,0.524752475248,0.5,0.555555555556,0.5,0.410256410256,0.444444444444,0.565217391304,0.539215686275
34,Grizzlies,4,13,0.308,27,37,0.73,10,26,36,21,13,8,21,31,93,27,66,0.409090909091,0,0.476923076923,0.49375,0.222222222222,0.302325581395,0.465517241379,0.486842105263,0.384615384615,0.433333333333,0.418604651163,0.5,0.565217391304,0.615384615385,0.428571428571,0.534482758621,0.574468085106,0.564102564103
35,Rockets,14,30,0.467,31,39,0.795,16,34,50,21,10,5,28,27,113,20,51,0.392156862745,1,0.523076923077,0.50625,0.777777777778,0.697674418605,0.534482758621,0.513157894737,0.615384615385,0.566666666667,0.581395348837,0.5,0.434782608696,0.384615384615,0.571428571429,0.465517241379,0.425531914894,0.435897435897
36,Jazz,5,14,0.357,16,25,0.64,10,29,39,20,10,4,21,24,109,39,67,0.582089552239,1,0.536585365854,0.496932515337,0.5,0.411764705882,0.4,0.490196078431,0.47619047619,0.508771929825,0.5,0.454545454545,0.416666666667,0.363636363636,0.538461538462,0.489795918367,0.541666666667,0.519379844961
37,Trail Blazers,5,20,0.25,24,26,0.923,11,28,39,24,14,7,18,25,105,33,62,0.532258064516,0,0.463414634146,0.503067484663,0.5,0.588235294118,0.6,0.509803921569,0.52380952381,0.491228070175,0.5,0.545454545455,0.583333333333,0.636363636364,0.461538461538,0.510204081633,0.458333333333,0.480620155039
38,Magic,2,9,0.222,14,20,0.7,7,39,46,24,10,4,14,21,96,38,73,0.520547945205,1,0.56338028169,0.503067484663,0.181818181818,0.272727272727,0.388888888889,0.425531914894,0.5,0.557142857143,0.547619047619,0.545454545455,0.588235294118,0.333333333333,0.518518518519,0.567567567568,0.633333333333,0.561538461538
39,Pacers,9,24,0.375,22,27,0.815,7,31,38,20,7,8,13,16,93,22,57,0.385964912281,0,0.43661971831,0.496932515337,0.818181818182,0.727272727273,0.611111111111,0.574468085106,0.5,0.442857142857,0.452380952381,0.454545454545,0.411764705882,0.666666666667,0.481481481481,0.432432432432,0.366666666667,0.438461538462
40,76ers,7,22,0.318,15,21,0.714,4,34,38,25,9,7,23,18,110,37,60,0.616666666667,0,0.483516483516,0.458100558659,0.538461538462,0.578947368421,0.483870967742,0.5,0.222222222222,0.539682539683,0.469135802469,0.471698113208,0.391304347826,0.7,0.589743589744,0.514285714286,0.474358974359,0.425531914894
41,Timberwolves,6,16,0.375,16,21,0.762,14,29,43,28,14,3,16,17,116,41,81,0.506172839506,1,0.516483516484,0.541899441341,0.461538461538,0.421052631579,0.516129032258,0.5,0.777777777778,0.460317460317,0.530864197531,0.528301886792,0.608695652174,0.3,0.410256410256,0.485714285714,0.525641025641,0.574468085106
42,Suns,12,31,0.387,19,26,0.731,12,35,47,16,7,2,15,21,97,21,53,0.396226415094,1,0.5,0.506024096386,0.631578947368,0.553571428571,0.542857142857,0.456140350877,0.461538461538,0.479452054795,0.474747474747,0.457142857143,0.466666666667,0.333333333333,0.441176470588,0.446808510638,0.446808510638,0.481818181818
43,Nuggets,7,25,0.28,16,31,0.516,14,38,52,19,8,4,19,26,89,26,57,0.456140350877,0,0.5,0.493975903614,0.368421052632,0.446428571429,0.457142857143,0.543859649123,0.538461538462,0.520547945205,0.525252525253,0.542857142857,0.533333333333,0.666666666667,0.558823529412,0.553191489362,0.553191489362,0.518181818182
44,Thunder,12,26,0.462,30,40,0.75,6,40,46,22,12,6,20,36,118,26,53,0.490566037736,1,0.535211267606,0.496855345912,0.521739130435,0.41935483871,0.483870967742,0.470588235294,0.352941176471,0.540540540541,0.505494505495,0.478260869565,0.666666666667,0.666666666667,0.5,0.529411764706,0.541666666667,0.546391752577
45,Mavericks,11,36,0.306,32,45,0.711,11,34,45,24,6,3,20,32,109,22,44,0.5,0,0.464788732394,0.503144654088,0.478260869565,0.58064516129,0.516129032258,0.529411764706,0.647058823529,0.459459459459,0.494505494505,0.521739130435,0.333333333333,0.333333333333,0.5,0.470588235294,0.458333333333,0.453608247423
46,Raptors,12,23,0.522,18,26,0.692,12,34,46,24,5,1,11,26,116,31,63,0.492063492063,1,0.5375,0.534161490683,0.461538461538,0.450980392157,0.461538461538,0.456140350877,0.857142857143,0.5,0.560975609756,0.452830188679,0.555555555556,0.25,0.407407407407,0.52,0.574074074074,0.572727272727
47,Celtics,14,28,0.5,21,31,0.677,2,34,36,29,4,3,16,24,109,23,47,0.489361702128,0,0.4625,0.465838509317,0.538461538462,0.549019607843,0.538461538462,0.543859649123,0.142857142857,0.5,0.439024390244,0.547169811321,0.444444444444,0.75,0.592592592593,0.48,0.425925925926,0.427272727273
48,Wizards,7,21,0.333,17,26,0.654,10,34,44,22,4,7,10,23,86,24,62,0.387096774194,0,0.469696969697,0.50303030303,0.35,0.428571428571,0.515151515152,0.530612244898,0.526315789474,0.478873239437,0.488888888889,0.458333333333,0.5,0.636363636364,0.5,0.511111111111,0.521739130435,0.534482758621
49,Hornets,13,28,0.464,16,23,0.696,9,37,46,26,4,4,10,22,99,22,54,0.407407407407,1,0.530303030303,0.49696969697,0.65,0.571428571429,0.484848484848,0.469387755102,0.473684210526,0.521126760563,0.511111111111,0.541666666667,0.5,0.363636363636,0.5,0.488888888889,0.478260869565,0.465517241379
50,Grizzlies,4,14,0.286,17,17,1.0,12,36,48,17,7,4,15,19,93,32,69,0.463768115942,1,0.529411764706,0.525316455696,0.333333333333,0.358974358974,0.515151515152,0.435897435897,0.571428571429,0.521739130435,0.533333333333,0.435897435897,0.636363636364,0.363636363636,0.5,0.475,0.571428571429,0.579831932773
51,Hawks,8,25,0.32,16,22,0.727,9,33,42,22,4,7,15,21,88,24,50,0.48,0,0.470588235294,0.474683544304,0.666666666667,0.641025641026,0.484848484848,0.564102564103,0.428571428571,0.478260869565,0.466666666667,0.564102564103,0.363636363636,0.636363636364,0.5,0.525,0.428571428571,0.420168067227
52,Bucks,4,16,0.25,21,30,0.7,20,29,49,15,7,6,16,28,85,26,69,0.376811594203,0,0.5,0.544871794872,0.444444444444,0.5,0.446808510638,0.46875,0.714285714286,0.420289855072,0.505154639175,0.405405405405,0.4375,0.428571428571,0.432432432432,0.491228070175,0.509803921569,0.556451612903
53,Bulls,5,16,0.313,26,34,0.765,8,40,48,22,9,8,21,29,91,25,55,0.454545454545,1,0.5,0.455128205128,0.555555555556,0.5,0.553191489362,0.53125,0.285714285714,0.579710144928,0.494845360825,0.594594594595,0.5625,0.571428571429,0.567567567568,0.508771929825,0.490196078431,0.443548387097
54,Knicks,8,21,0.381,6,10,0.6,6,32,38,17,10,3,19,28,96,33,57,0.578947368421,1,0.630769230769,0.549295774648,0.533333333333,0.466666666667,0.193548387097,0.222222222222,0.461538461538,0.581818181818,0.558823529412,0.586206896552,0.555555555556,0.6,0.487179487179,0.622222222222,0.66,0.587628865979
55,Celtics,7,24,0.292,25,35,0.714,7,23,30,12,8,2,20,17,80,17,40,0.425,0,0.369230769231,0.450704225352,0.466666666667,0.533333333333,0.806451612903,0.777777777778,0.538461538462,0.418181818182,0.441176470588,0.413793103448,0.444444444444,0.4,0.512820512821,0.377777777778,0.34,0.412371134021
56,Heat,11,31,0.355,28,38,0.737,11,29,40,25,10,5,17,25,119,29,55,0.527272727273,0,0.470588235294,0.491428571429,0.423076923077,0.469696969697,0.622222222222,0.603174603175,0.478260869565,0.475409836066,0.47619047619,0.520833333333,0.5,0.555555555556,0.485714285714,0.438596491228,0.491525423729,0.504587155963
57,Cavaliers,15,35,0.429,17,25,0.68,12,32,44,23,10,4,18,32,122,30,54,0.555555555556,1,0.529411764706,0.508571428571,0.576923076923,0.530303030303,0.377777777778,0.396825396825,0.521739130435,0.524590163934,0.52380952381,0.479166666667,0.5,0.444444444444,0.514285714286,0.561403508772,0.508474576271,0.495412844037
58,Wizards,2,10,0.2,31,44,0.705,11,35,46,21,9,5,21,21,91,27,58,0.465517241379,1,0.439393939394,0.459459459459,0.25,0.3125,0.775,0.666666666667,0.611111111111,0.546875,0.560975609756,0.45652173913,0.473684210526,0.416666666667,0.538461538462,0.428571428571,0.465517241379,0.5
59,Pistons,6,22,0.273,9,22,0.409,7,29,36,25,10,7,18,28,89,31,58,0.534482758621,0,0.560606060606,0.540540540541,0.75,0.6875,0.225,0.333333333333,0.388888888889,0.453125,0.439024390244,0.54347826087,0.526315789474,0.583333333333,0.461538461538,0.571428571429,0.534482758621,0.5
60,Pacers,12,29,0.414,16,22,0.727,3,33,36,23,5,3,19,23,98,23,43,0.53488372093,0,0.460526315789,0.444444444444,0.5,0.439393939394,0.571428571429,0.458333333333,0.166666666667,0.5,0.428571428571,0.46,0.357142857143,0.428571428571,0.612903225806,0.53488372093,0.442307692308,0.447916666667
61,Mavericks,12,37,0.324,12,26,0.462,15,33,48,27,9,4,12,20,106,29,53,0.547169811321,1,0.539473684211,0.555555555556,0.5,0.560606060606,0.428571428571,0.541666666667,0.833333333333,0.5,0.571428571429,0.54,0.642857142857,0.571428571429,0.387096774194,0.46511627907,0.557692307692,0.552083333333
62,Kings,5,13,0.385,22,36,0.611,7,36,43,17,8,4,11,22,95,29,67,0.432835820896,0,0.485714285714,0.496894409938,0.416666666667,0.393939393939,0.55,0.545454545455,0.5,0.493150684932,0.494252873563,0.447368421053,0.571428571429,0.4,0.407407407407,0.468085106383,0.5,0.5234375
63,Nets,7,20,0.35,18,30,0.6,7,37,44,21,6,6,16,25,97,29,61,0.475409836066,1,0.514285714286,0.503105590062,0.583333333333,0.606060606061,0.45,0.454545454545,0.5,0.506849315068,0.505747126437,0.552631578947,0.428571428571,0.6,0.592592592593,0.531914893617,0.5,0.4765625
64,Raptors,6,24,0.25,21,27,0.778,7,35,42,13,11,1,21,19,81,21,43,0.488372093023,1,0.465517241379,0.44966442953,0.666666666667,0.510638297872,0.65625,0.6,0.388888888889,0.514705882353,0.488372093023,0.393939393939,0.478260869565,0.333333333333,0.567567567568,0.441860465116,0.428571428571,0.421568627451
65,Knicks,3,23,0.13,11,18,0.611,11,33,44,20,12,2,16,24,76,28,59,0.474576271186,0,0.534482758621,0.55033557047,0.333333333333,0.489361702128,0.34375,0.4,0.611111111111,0.485294117647,0.511627906977,0.606060606061,0.521739130435,0.666666666667,0.432432432432,0.558139534884,0.571428571429,0.578431372549
66,Suns,5,25,0.2,15,24,0.625,12,36,48,17,10,5,25,30,92,31,58,0.534482758621,0,0.514285714286,0.497005988024,0.5,0.454545454545,0.405405405405,0.4,0.48,0.514285714286,0.505263157895,0.485714285714,0.416666666667,0.454545454545,0.581395348837,0.576923076923,0.516666666667,0.517857142857
67,Rockets,5,30,0.167,22,36,0.611,13,34,47,18,14,6,18,22,95,29,54,0.537037037037,1,0.485714285714,0.502994011976,0.5,0.545454545455,0.594594594595,0.6,0.52,0.485714285714,0.494736842105,0.514285714286,0.583333333333,0.545454545455,0.418604651163,0.423076923077,0.483333333333,0.482142857143
68,Nuggets,3,16,0.188,17,24,0.708,10,27,37,21,3,6,16,29,90,32,63,0.507936507937,0,0.492957746479,0.5,0.333333333333,0.457142857143,0.34693877551,0.387096774194,0.454545454545,0.45,0.451219512195,0.512195121951,0.230769230769,0.461538461538,0.592592592593,0.557692307692,0.516129032258,0.512195121951
69,Bulls,6,19,0.316,32,38,0.842,12,33,45,20,10,7,11,23,110,30,60,0.5,1,0.507042253521,0.5,0.666666666667,0.542857142857,0.65306122449,0.612903225806,0.545454545455,0.55,0.548780487805,0.487804878049,0.769230769231,0.538461538462,0.407407407407,0.442307692308,0.483870967742,0.487804878049
70,Magic,5,14,0.357,16,23,0.696,11,34,45,16,9,9,15,25,97,33,72,0.458333333333,0,0.487179487179,0.477777777778,0.625,0.411764705882,0.5,0.53488372093,0.458333333333,0.5,0.489130434783,0.4,0.642857142857,0.5625,0.535714285714,0.520833333333,0.471428571429,0.493150684932
71,Hornets,3,20,0.15,16,20,0.8,13,34,47,24,5,7,13,23,99,37,74,0.5,1,0.512820512821,0.522222222222,0.375,0.588235294118,0.5,0.46511627907,0.541666666667,0.5,0.510869565217,0.6,0.357142857143,0.4375,0.464285714286,0.479166666667,0.528571428571,0.506849315068
72,Bucks,7,17,0.412,19,23,0.826,7,30,37,28,7,5,13,27,100,30,62,0.483870967742,0,0.521126760563,0.512987012987,0.35,0.333333333333,0.431818181818,0.450980392157,0.466666666667,0.508474576271,0.5,0.518518518519,0.583333333333,0.5,0.448275862069,0.586956521739,0.588235294118,0.601941747573
73,Cavaliers,13,34,0.382,25,28,0.893,8,29,37,26,5,5,16,19,106,21,41,0.512195121951,1,0.478873239437,0.487012987013,0.65,0.666666666667,0.568181818182,0.549019607843,0.533333333333,0.491525423729,0.5,0.481481481481,0.416666666667,0.5,0.551724137931,0.413043478261,0.411764705882,0.398058252427
74,Heat,11,25,0.44,20,29,0.69,8,31,39,20,14,3,16,22,103,25,57,0.438596491228,0,0.48,0.506172839506,0.458333333333,0.423728813559,0.526315789474,0.547169811321,0.470588235294,0.462686567164,0.464285714286,0.425531914894,0.736842105263,0.3,0.432432432432,0.5,0.490196078431,0.553398058252
75,Hawks,13,34,0.382,18,24,0.75,9,36,45,27,5,7,21,22,109,26,46,0.565217391304,1,0.52,0.493827160494,0.541666666667,0.576271186441,0.473684210526,0.452830188679,0.529411764706,0.537313432836,0.535714285714,0.574468085106,0.263157894737,0.7,0.567567567568,0.5,0.509803921569,0.446601941748
76,Thunder,6,21,0.286,31,33,0.939,8,25,33,22,8,3,20,27,117,34,54,0.62962962963,1,0.493827160494,0.480769230769,0.428571428571,0.512195121951,0.645833333333,0.568965517241,0.444444444444,0.520833333333,0.5,0.536585365854,0.470588235294,0.75,0.47619047619,0.473684210526,0.507462686567,0.469565217391
77,Grizzlies,8,20,0.4,17,25,0.68,10,23,33,19,9,1,22,30,107,33,61,0.540983606557,0,0.506172839506,0.519230769231,0.571428571429,0.487804878049,0.354166666667,0.431034482759,0.555555555556,0.479166666667,0.5,0.463414634146,0.529411764706,0.25,0.52380952381,0.526315789474,0.492537313433,0.530434782609
78,Pelicans,12,23,0.522,34,37,0.919,5,40,45,21,6,11,20,25,114,22,38,0.578947368421,1,0.492753623188,0.414965986395,0.6,0.560975609756,0.62962962963,0.560606060606,0.3125,0.634920634921,0.569620253165,0.6,0.285714285714,0.916666666667,0.606060606061,0.471698113208,0.448979591837,0.358490566038
79,Rockets,8,18,0.444,20,29,0.69,11,23,34,14,15,1,13,28,98,27,68,0.397058823529,0,0.507246376812,0.585034013605,0.4,0.439024390244,0.37037037037,0.439393939394,0.6875,0.365079365079,0.430379746835,0.4,0.714285714286,0.0833333333333,0.393939393939,0.528301886792,0.551020408163,0.641509433962
80,76ers,2,18,0.111,27,36,0.75,8,28,36,15,12,2,21,22,77,22,45,0.488888888889,0,0.444444444444,0.480916030534,0.333333333333,0.5625,0.574468085106,0.571428571429,0.444444444444,0.459016393443,0.455696202532,0.405405405405,0.571428571429,0.285714285714,0.5,0.468085106383,0.458333333333,0.454545454545
81,Knicks,4,14,0.286,20,27,0.741,10,33,43,22,9,5,21,25,84,26,54,0.481481481481,1,0.555555555556,0.519083969466,0.666666666667,0.4375,0.425531914894,0.428571428571,0.555555555556,0.540983606557,0.544303797468,0.594594594595,0.428571428571,0.714285714286,0.5,0.531914893617,0.541666666667,0.545454545455
82,Pistons,8,20,0.4,18,28,0.643,15,43,58,28,5,6,14,22,104,31,62,0.5,1,0.582089552239,0.5,0.727272727273,0.47619047619,0.418604651163,0.491228070175,0.652173913043,0.605633802817,0.617021276596,0.651162790698,0.555555555556,0.428571428571,0.7,0.52380952381,0.553571428571,0.508196721311
83,Hornets,3,22,0.136,25,29,0.862,8,28,36,15,4,8,6,20,84,25,60,0.416666666667,0,0.417910447761,0.5,0.272727272727,0.52380952381,0.581395348837,0.508771929825,0.347826086957,0.394366197183,0.382978723404,0.348837209302,0.444444444444,0.571428571429,0.3,0.47619047619,0.446428571429,0.491803278689
84,Pacers,5,18,0.278,20,26,0.769,14,28,42,24,12,2,13,23,93,29,67,0.432835820896,0,0.478873239437,0.502958579882,0.384615384615,0.45,0.555555555556,0.565217391304,0.583333333333,0.4375,0.477272727273,0.558139534884,0.75,0.333333333333,0.481481481481,0.511111111111,0.5,0.519379844961
