TEAM_NAME,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,FG2M,FG2A,FG2_PCT,OUTCOME,DEFICIT_FGM,DEFICIT_FGA,DEFICIT_FG3M,DEFICIT_FG3A,DEFICIT_FTM,DEFICIT_FTA,DEFICIT_OREB,DEFICIT_DREB,DEFICIT_REB,DEFICIT_AST,DEFICIT_STL,DEFICIT_BLK,DEFICIT_TO,DEFICIT_PF,DEFICIT_FG2M,DEFICIT_FG2A
Rockets,15,38,0.395,17,23,0.739,6,32,38,20,8,6,17,25,92,15,36,0.416666667,0,0.447761194,0.448484848,0.75,0.655172414,0.472222222,0.5,0.3,0.492307692,0.447058824,0.540540541,0.5,0.666666667,0.566666667,0.581395349,0.319148936,0.336448598
Kings,3,10,0.3,27,33,0.818,9,37,46,21,4,11,19,22,98,31,58,0.534482759,1,0.507462687,0.435897436,0.25,0.243902439,0.613636364,0.611111111,0.45,0.606557377,0.567901235,0.477272727,0.285714286,0.611111111,0.703703704,0.468085106,0.563636364,0.504347826
Clippers,9,31,0.29,17,21,0.81,11,24,35,23,10,7,8,25,92,24,57,0.421052632,0,0.492537313,0.564102564,0.75,0.756097561,0.386363636,0.388888889,0.55,0.393442623,0.432098765,0.522727273,0.714285714,0.388888889,0.296296296,0.531914894,0.436363636,0.495652174
Raptors,4,16,0.25,24,39,0.615,9,19,28,11,8,5,10,28,102,33,63,0.523809524,0,0.513888889,0.530201342,0.307692308,0.4,0.461538462,0.506493506,0.45,0.37254902,0.394366197,0.333333333,0.571428571,0.454545455,0.384615385,0.49122807,0.559322034,0.577981651
Heat,9,24,0.375,28,38,0.737,11,32,43,22,6,6,16,29,107,26,46,0.565217391,1,0.486111111,0.469798658,0.692307692,0.6,0.538461538,0.493506494,0.55,0.62745098,0.605633803,0.666666667,0.428571429,0.545454545,0.615384615,0.50877193,0.440677966,0.422018349
Knicks,8,16,0.5,10,17,0.588,8,27,35,23,5,0,12,26,96,31,62,0.5,1,0.541666667,0.527027027,0.571428571,0.516129032,0.322580645,0.369565217,0.5,0.473684211,0.479452055,0.534883721,0.416666667,0,0.5,0.619047619,0.534482759,0.52991453
Hornets,6,15,0.4,21,29,0.724,8,30,38,20,7,2,12,16,93,27,55,0.490909091,0,0.458333333,0.472972973,0.428571429,0.483870968,0.677419355,0.630434783,0.5,0.526315789,0.520547945,0.465116279,0.583333333,1,0.5,0.380952381,0.465517241,0.47008547
Trail Blazers,7,27,0.259,9,14,0.643,17,39,56,20,9,2,19,19,90,30,65,0.461538462,0,0.506849315,0.531791908,0.538461538,0.586956522,0.346153846,0.4,0.708333333,0.534246575,0.577319588,0.476190476,0.45,0.222222222,0.527777778,0.542857143,0.5,0.511811024
Warriors,6,19,0.316,17,21,0.81,7,34,41,22,11,7,17,16,95,30,62,0.483870968,1,0.493150685,0.468208092,0.461538462,0.413043478,0.653846154,0.6,0.291666667,0.465753425,0.422680412,0.523809524,0.55,0.777777778,0.472222222,0.457142857,0.5,0.488188976
Heat,6,26,0.231,27,31,0.871,6,24,30,11,10,3,12,15,93,24,41,0.585365854,0,0.410958904,0.465277778,0.315789474,0.456140351,0.710526316,0.645833333,0.6,0.436363636,0.461538462,0.261904762,0.625,1,0.48,0.416666667,0.444444444,0.471264368
Clippers,13,31,0.419,11,17,0.647,4,31,35,31,6,0,13,21,110,30,46,0.652173913,1,0.589041096,0.534722222,0.684210526,0.543859649,0.289473684,0.354166667,0.4,0.563636364,0.538461538,0.738095238,0.375,0,0.52,0.583333333,0.555555556,0.528735632
Kings,4,6,0.667,23,27,0.852,7,33,40,26,5,4,13,21,103,34,68,0.5,1,0.513513514,0.46835443,0.444444444,0.24,0.676470588,0.627906977,0.35,0.532258065,0.487804878,0.530612245,0.454545455,0.5,0.481481481,0.446808511,0.523076923,0.511278195
Bulls,5,19,0.263,11,16,0.688,13,29,42,23,6,4,14,26,88,31,65,0.476923077,0,0.486486486,0.53164557,0.555555556,0.76,0.323529412,0.372093023,0.65,0.467741935,0.512195122,0.469387755,0.545454545,0.5,0.518518519,0.553191489,0.476923077,0.488721805
Magic,4,16,0.25,23,32,0.719,6,37,43,12,2,5,8,15,105,35,66,0.53030303,1,0.481481481,0.473988439,0.363636364,0.444444444,0.71875,0.680851064,0.375,0.513888889,0.488636364,0.352941176,0.333333333,0.416666667,0.533333333,0.365853659,0.5,0.481751825
Hornets,7,20,0.35,9,15,0.6,10,35,45,22,4,7,7,26,100,35,71,0.492957746,0,0.518518519,0.526011561,0.636363636,0.555555556,0.28125,0.319148936,0.625,0.486111111,0.511363636,0.647058824,0.666666667,0.583333333,0.466666667,0.634146341,0.5,0.518248175
Suns,13,31,0.419,21,23,0.913,11,35,46,24,11,0,13,25,122,31,55,0.563636364,1,0.55,0.524390244,0.764705882,0.574074074,0.512195122,0.410714286,0.523809524,0.546875,0.541176471,0.571428571,0.523809524,0,0.433333333,0.520833333,0.492063492,0.5
76ers,4,23,0.174,20,33,0.606,10,29,39,18,10,1,17,23,96,32,55,0.581818182,0,0.45,0.475609756,0.235294118,0.425925926,0.487804878,0.589285714,0.476190476,0.453125,0.458823529,0.428571429,0.476190476,1,0.566666667,0.479166667,0.507936508,0.5
Pistons,4,21,0.19,23,24,0.958,13,32,45,12,6,3,12,20,89,27,62,0.435483871,0,0.449275362,0.509202454,0.444444444,0.466666667,0.56097561,0.48,0.619047619,0.457142857,0.494505495,0.375,0.461538462,0.375,0.571428571,0.526315789,0.45,0.525423729
Hawks,5,24,0.208,18,26,0.692,8,38,46,20,7,5,9,18,99,33,56,0.589285714,1,0.550724638,0.490797546,0.555555556,0.533333333,0.43902439,0.52,0.380952381,0.542857143,0.505494505,0.625,0.538461538,0.625,0.428571429,0.473684211,0.55,0.474576271
Raptors,15,25,0.6,19,24,0.792,15,42,57,27,8,4,16,24,124,30,61,0.491803279,1,0.625,0.5375,0.714285714,0.555555556,0.463414634,0.428571429,0.652173913,0.65625,0.655172414,0.586956522,0.421052632,0.8,0.571428571,0.571428571,0.588235294,0.530434783
Bucks,6,20,0.3,22,32,0.688,8,22,30,19,11,1,12,18,82,21,54,0.388888889,0,0.375,0.4625,0.285714286,0.444444444,0.536585366,0.571428571,0.347826087,0.34375,0.344827586,0.413043478,0.578947368,0.2,0.428571429,0.428571429,0.411764706,0.469565217
Grizzlies,8,16,0.5,13,14,0.929,9,41,50,31,4,4,14,16,117,40,75,0.533333333,1,0.558139535,0.508379888,0.470588235,0.372093023,0.464285714,0.4,0.5,0.585714286,0.568181818,0.58490566,0.363636364,0.363636364,0.538461538,0.533333333,0.579710145,0.551470588
Celtics,9,27,0.333,15,21,0.714,9,29,38,22,7,7,12,14,100,29,61,0.475409836,0,0.441860465,0.491620112,0.529411765,0.627906977,0.535714286,0.6,0.5,0.414285714,0.431818182,0.41509434,0.636363636,0.636363636,0.461538462,0.466666667,0.420289855,0.448529412
Spurs,13,21,0.619,16,18,0.889,14,39,53,26,6,11,20,22,121,33,63,0.523809524,1,0.554216867,0.482758621,0.764705882,0.617647059,0.533333333,0.45,0.56,0.629032258,0.609195402,0.619047619,0.333333333,0.785714286,0.64516129,0.564102564,0.5,0.45
Timberwolves,4,13,0.308,14,22,0.636,11,23,34,16,12,3,11,17,92,33,77,0.428571429,0,0.445783133,0.517241379,0.235294118,0.382352941,0.466666667,0.55,0.44,0.370967742,0.390804598,0.380952381,0.666666667,0.214285714,0.35483871,0.435897436,0.5,0.55
Thunder,4,20,0.2,12,19,0.632,13,23,36,18,9,9,13,25,92,34,65,0.523076923,0,0.550724638,0.559210526,0.444444444,0.571428571,0.307692308,0.387755102,0.565217391,0.450980392,0.486486486,0.514285714,0.818181818,0.6,0.419354839,0.595238095,0.566666667,0.555555556
Nets,5,15,0.333,27,30,0.9,10,28,38,17,2,6,18,17,94,26,52,0.5,1,0.449275362,0.440789474,0.555555556,0.428571429,0.692307692,0.612244898,0.434782609,0.549019608,0.513513514,0.485714286,0.181818182,0.4,0.580645161,0.404761905,0.433333333,0.444444444
Wizards,4,10,0.4,5,9,0.556,10,35,45,24,10,5,17,21,91,37,74,0.5,1,0.602941176,0.528301887,0.4,0.27027027,0.217391304,0.28125,0.526315789,0.52238806,0.523255814,0.648648649,0.454545455,0.555555556,0.472222222,0.5,0.637931034,0.606557377
Cavaliers,6,27,0.222,18,23,0.783,9,32,41,13,12,4,19,21,78,21,48,0.4375,0,0.397058824,0.471698113,0.6,0.72972973,0.782608696,0.71875,0.473684211,0.47761194,0.476744186,0.351351351,0.545454545,0.444444444,0.527777778,0.5,0.362068966,0.393442623
Lakers,5,13,0.385,13,21,0.619,13,20,33,24,3,4,10,24,106,39,72,0.541666667,0,0.463157895,0.508982036,0.217391304,0.270833333,0.393939394,0.428571429,0.541666667,0.416666667,0.458333333,0.393442623,0.428571429,0.666666667,0.526315789,0.6,0.541666667,0.605042017
Mavericks,18,35,0.514,20,28,0.714,11,28,39,37,4,2,9,16,140,33,47,0.70212766,1,0.536842105,0.491017964,0.782608696,0.729166667,0.606060606,0.571428571,0.458333333,0.583333333,0.541666667,0.606557377,0.571428571,0.333333333,0.473684211,0.4,0.458333333,0.394957983
Pelicans,5,16,0.313,30,34,0.882,8,32,40,19,7,3,12,22,97,26,62,0.419354839,0,0.418918919,0.4875,0.3125,0.4,0.6,0.576271186,0.5,0.492307692,0.49382716,0.441860465,0.466666667,0.230769231,0.545454545,0.47826087,0.448275862,0.516666667
Nuggets,11,24,0.458,20,25,0.8,8,33,41,24,8,10,10,24,117,32,58,0.551724138,1,0.581081081,0.5125,0.6875,0.6,0.4,0.423728814,0.5,0.507692308,0.50617284,0.558139535,0.533333333,0.769230769,0.454545455,0.52173913,0.551724138,0.483333333
Jazz,6,17,0.353,12,19,0.632,14,31,45,26,12,5,19,16,88,29,65,0.446153846,0,0.460526316,0.5,0.5,0.425,0.48,0.5,0.7,0.476923077,0.529411765,0.481481481,0.545454545,0.5,0.59375,0.470588235,0.453125,0.524193548
Warriors,6,23,0.261,13,19,0.684,6,34,40,28,10,5,13,18,101,35,59,0.593220339,1,0.539473684,0.5,0.5,0.575,0.52,0.5,0.3,0.523076923,0.470588235,0.518518519,0.454545455,0.5,0.40625,0.529411765,0.546875,0.475806452
Trail Blazers,9,16,0.563,18,22,0.818,6,40,46,26,8,5,17,19,105,30,63,0.476190476,1,0.565217391,0.487654321,0.529411765,0.421052632,0.486486486,0.44,0.352941176,0.519480519,0.489361702,0.65,0.470588235,0.714285714,0.548387097,0.513513514,0.576923077,0.508064516
Bulls,8,22,0.364,19,28,0.679,11,37,48,14,9,2,14,18,87,22,61,0.360655738,0,0.434782609,0.512345679,0.470588235,0.578947368,0.513513514,0.56,0.647058824,0.480519481,0.510638298,0.35,0.529411765,0.285714286,0.451612903,0.486486486,0.423076923,0.491935484
Suns,12,31,0.387,18,20,0.9,13,38,51,17,10,4,12,19,106,26,54,0.481481481,1,0.550724638,0.50295858,0.631578947,0.574074074,0.5625,0.5,0.464285714,0.542857143,0.520408163,0.485714286,0.526315789,0.444444444,0.461538462,0.487179487,0.52,0.469565217
Pacers,7,23,0.304,14,20,0.7,15,32,47,18,9,5,14,20,83,24,61,0.393442623,0,0.449275362,0.49704142,0.368421053,0.425925926,0.4375,0.5,0.535714286,0.457142857,0.479591837,0.514285714,0.473684211,0.555555556,0.538461538,0.512820513,0.48,0.530434783
Magic,3,16,0.188,19,27,0.704,18,26,44,18,10,2,14,20,92,32,62,0.516129032,0,0.486111111,0.523489933,0.2,0.380952381,0.59375,0.6,0.72,0.5,0.571428571,0.514285714,0.588235294,0.285714286,0.466666667,0.5,0.561403509,0.579439252
Heat,12,26,0.462,13,18,0.722,7,26,33,17,7,5,16,20,99,25,45,0.555555556,1,0.513888889,0.476510067,0.8,0.619047619,0.40625,0.4,0.28,0.5,0.428571429,0.485714286,0.411764706,0.714285714,0.533333333,0.5,0.438596491,0.420560748
Raptors,8,24,0.333,38,42,0.905,8,26,34,20,8,6,8,26,110,24,56,0.428571429,1,0.47761194,0.49689441,0.727272727,0.6,0.655172414,0.591549296,0.421052632,0.426229508,0.425,0.454545455,0.666666667,0.5,0.307692308,0.481481481,0.428571429,0.462809917
Cavaliers,3,16,0.188,20,29,0.69,11,35,46,24,4,6,18,28,93,32,65,0.492307692,0,0.52238806,0.50310559,0.272727273,0.4,0.344827586,0.408450704,0.578947368,0.573770492,0.575,0.545454545,0.333333333,0.5,0.692307692,0.518518519,0.571428571,0.537190083
76ers,8,26,0.308,15,25,0.6,10,26,36,13,8,1,18,21,83,22,49,0.448979592,0,0.476190476,0.531914894,0.571428571,0.604651163,0.441176471,0.543478261,0.625,0.433333333,0.473684211,0.464285714,0.533333333,0.333333333,0.5,0.488372093,0.448979592,0.5
Knicks,6,17,0.353,19,21,0.905,6,34,40,15,7,2,18,22,91,27,49,0.551020408,1,0.523809524,0.468085106,0.428571429,0.395348837,0.558823529,0.456521739,0.375,0.566666667,0.526315789,0.535714286,0.466666667,0.666666667,0.5,0.511627907,0.551020408,0.5
Rockets,15,46,0.326,20,23,0.87,14,33,47,17,8,0,17,23,95,15,36,0.416666667,1,0.461538462,0.482352941,0.714285714,0.567901235,0.555555556,0.511111111,0.466666667,0.492537313,0.484536082,0.5,0.571428571,0,0.548387097,0.511111111,0.340909091,0.404494382
Mavericks,6,35,0.171,16,22,0.727,16,34,50,17,6,5,14,22,92,29,53,0.547169811,0,0.538461538,0.517647059,0.285714286,0.432098765,0.444444444,0.488888889,0.533333333,0.507462687,0.515463918,0.5,0.428571429,1,0.451612903,0.488888889,0.659090909,0.595505618
Kings,8,26,0.308,25,30,0.833,14,36,50,24,4,2,18,19,113,32,55,0.581818182,1,0.519480519,0.473684211,0.571428571,0.604651163,0.543478261,0.526315789,0.482758621,0.620689655,0.574712644,0.510638298,0.285714286,0.222222222,0.642857143,0.441860465,0.507936508,0.4296875
Timberwolves,6,17,0.353,21,27,0.778,15,22,37,23,10,7,10,24,101,31,73,0.424657534,0,0.480519481,0.526315789,0.428571429,0.395348837,0.456521739,0.473684211,0.517241379,0.379310345,0.425287356,0.489361702,0.714285714,0.777777778,0.357142857,0.558139535,0.492063492,0.5703125
Wizards,8,18,0.444,17,22,0.773,20,33,53,27,7,6,14,24,111,35,75,0.466666667,1,0.544303797,0.525423729,0.615384615,0.545454545,0.425,0.458333333,0.714285714,0.540983607,0.595505618,0.5625,0.388888889,0.461538462,0.5,0.545454545,0.53030303,0.520833333
Bucks,5,15,0.333,23,26,0.885,8,28,36,21,11,7,14,20,100,31,69,0.449275362,0,0.455696203,0.474576271,0.384615385,0.454545455,0.575,0.541666667,0.285714286,0.459016393,0.404494382,0.4375,0.611111111,0.538461538,0.5,0.454545455,0.46969697,0.479166667
Spurs,8,21,0.381,9,11,0.818,6,42,48,29,7,9,14,9,99,33,58,0.568965517,1,0.546666667,0.464705882,0.470588235,0.4375,0.473684211,0.523809524,0.315789474,0.575342466,0.52173913,0.547169811,0.583333333,0.642857143,0.56,0.391304348,0.568965517,0.475409836
Nets,9,27,0.333,10,10,1,13,31,44,24,5,5,11,14,87,25,64,0.390625,0,0.453333333,0.535294118,0.529411765,0.5625,0.526315789,0.476190476,0.684210526,0.424657534,0.47826087,0.452830189,0.416666667,0.357142857,0.44,0.608695652,0.431034483,0.524590164
Jazz,5,14,0.357,23,29,0.793,11,31,42,15,6,8,18,25,94,28,57,0.49122807,0,0.44,0.432926829,0.555555556,0.451612903,0.56097561,0.568627451,0.379310345,0.543859649,0.488372093,0.441176471,0.352941176,0.533333333,0.666666667,0.531914894,0.424242424,0.428571429
Pelicans,4,17,0.235,18,22,0.818,18,26,44,19,11,7,9,22,106,38,76,0.5,1,0.56,0.567073171,0.444444444,0.548387097,0.43902439,0.431372549,0.620689655,0.456140351,0.511627907,0.558823529,0.647058824,0.466666667,0.333333333,0.468085106,0.575757576,0.571428571
Grizzlies,7,21,0.333,16,23,0.696,12,40,52,20,3,3,17,21,107,35,64,0.546875,1,0.567567568,0.524691358,0.5,0.456521739,0.444444444,0.450980392,0.705882353,0.597014925,0.619047619,0.588235294,0.230769231,0.75,0.62962963,0.4375,0.583333333,0.551724138
Clippers,7,25,0.28,20,28,0.714,5,27,32,14,10,1,10,27,91,25,52,0.480769231,0,0.432432432,0.475308642,0.5,0.543478261,0.555555556,0.549019608,0.294117647,0.402985075,0.380952381,0.411764706,0.769230769,0.25,0.37037037,0.5625,0.416666667,0.448275862
Trail Blazers,7,19,0.368,13,15,0.867,10,45,55,20,7,3,16,13,94,30,67,0.447761194,1,0.5,0.475138122,0.583333333,0.452380952,0.590909091,0.555555556,0.454545455,0.569620253,0.544554455,0.540540541,0.368421053,0.75,0.666666667,0.464285714,0.483870968,0.482014388
Celtics,5,23,0.217,9,12,0.75,12,34,46,17,12,1,8,15,88,32,72,0.444444444,0,0.5,0.524861878,0.416666667,0.547619048,0.409090909,0.444444444,0.545454545,0.430379747,0.455445545,0.459459459,0.631578947,0.25,0.333333333,0.535714286,0.516129032,0.517985612
Heat,11,23,0.478,17,19,0.895,3,33,36,19,4,5,16,16,94,22,43,0.511627907,1,0.471428571,0.455172414,0.611111111,0.522727273,0.586206897,0.542857143,0.375,0.540983607,0.52173913,0.513513514,0.307692308,0.833333333,0.592592593,0.457142857,0.423076923,0.425742574
Hornets,7,21,0.333,12,16,0.75,5,28,33,18,9,1,11,19,93,30,58,0.517241379,0,0.528571429,0.544827586,0.388888889,0.477272727,0.413793103,0.457142857,0.625,0.459016393,0.47826087,0.486486486,0.692307692,0.166666667,0.407407407,0.542857143,0.576923077,0.574257426
Thunder,3,17,0.176,19,27,0.704,13,44,57,13,3,12,11,23,86,29,73,0.397260274,0,0.492307692,0.491803279,0.3,0.404761905,0.513513514,0.529411765,0.5,0.530120482,0.52293578,0.333333333,0.3,0.6,0.55,0.56097561,0.527272727,0.517730496
Warriors,7,25,0.28,18,24,0.75,13,39,52,26,7,8,9,18,91,26,68,0.382352941,1,0.507692308,0.508196721,0.7,0.595238095,0.486486486,0.470588235,0.5,0.469879518,0.47706422,0.666666667,0.7,0.4,0.45,0.43902439,0.472727273,0.482269504
Lakers,3,24,0.125,25,34,0.735,9,41,50,15,10,6,13,28,94,30,65,0.461538462,0,0.492537313,0.497206704,0.230769231,0.393442623,0.520833333,0.472222222,0.391304348,0.488095238,0.46728972,0.428571429,0.588235294,0.75,0.448275862,0.5,0.555555556,0.550847458
Nuggets,10,37,0.27,23,38,0.605,14,43,57,20,7,2,16,28,101,24,53,0.452830189,1,0.507462687,0.502793296,0.769230769,0.606557377,0.479166667,0.527777778,0.608695652,0.511904762,0.53271028,0.571428571,0.411764706,0.25,0.551724138,0.5,0.444444444,0.449152542
Clippers,15,32,0.469,8,10,0.8,8,35,43,28,2,2,8,24,113,30,56,0.535714286,1,0.592105263,0.539877301,0.882352941,0.615384615,0.222222222,0.222222222,0.615384615,0.555555556,0.565789474,0.571428571,0.25,0.333333333,0.615384615,0.585365854,0.508474576,0.504504505
Hornets,2,20,0.1,28,35,0.8,5,28,33,21,6,4,5,17,92,29,55,0.527272727,0,0.407894737,0.460122699,0.117647059,0.384615385,0.777777778,0.777777778,0.384615385,0.444444444,0.434210526,0.428571429,0.75,0.666666667,0.384615385,0.414634146,0.491525424,0.495495495
Magic,5,17,0.294,11,15,0.733,13,27,40,14,5,3,17,17,74,24,63,0.380952381,0,0.408450704,0.49689441,0.454545455,0.515151515,0.407407407,0.405405405,0.52,0.457627119,0.476190476,0.318181818,0.263157895,0.25,0.586206897,0.425,0.4,0.4921875
Cavaliers,6,16,0.375,16,22,0.727,12,32,44,30,14,9,12,23,106,36,65,0.553846154,1,0.591549296,0.50310559,0.545454545,0.484848485,0.592592593,0.594594595,0.48,0.542372881,0.523809524,0.681818182,0.736842105,0.75,0.413793103,0.575,0.6,0.5078125
Trail Blazers,7,27,0.259,19,23,0.826,18,34,52,30,6,5,15,19,114,37,62,0.596774194,1,0.511627907,0.514450867,1,0.771428571,0.487179487,0.489361702,0.72,0.607142857,0.641975309,0.517241379,0.352941176,0.454545455,0.6,0.487179487,0.46835443,0.449275362
76ers,0,8,0,20,24,0.833,7,22,29,28,11,6,10,20,104,42,76,0.552631579,0,0.488372093,0.485549133,0,0.228571429,0.512820513,0.510638298,0.28,0.392857143,0.358024691,0.482758621,0.647058824,0.545454545,0.4,0.512820513,0.53164557,0.550724638
Raptors,4,17,0.235,26,32,0.813,8,29,37,21,9,3,12,20,104,33,65,0.507692308,1,0.486842105,0.493975904,0.222222222,0.34,0.764705882,0.744186047,0.421052632,0.483333333,0.46835443,0.488372093,0.6,0.5,0.375,0.434782609,0.568965517,0.560344828
Suns,14,33,0.424,8,11,0.727,11,31,42,22,6,3,20,26,100,25,51,0.490196078,0,0.513157895,0.506024096,0.777777778,0.66,0.235294118,0.255813953,0.578947368,0.516666667,0.53164557,0.511627907,0.4,0.5,0.625,0.565217391,0.431034483,0.439655172
Knicks,6,22,0.273,10,15,0.667,9,31,40,25,8,5,17,20,86,29,54,0.537037037,0,0.52238806,0.5,0.3,0.379310345,0.434782609,0.441176471,0.473684211,0.525423729,0.512820513,0.568181818,0.380952381,0.555555556,0.515151515,0.512820513,0.617021277,0.574468085
Rockets,14,36,0.389,13,19,0.684,10,28,38,19,13,4,16,19,91,18,40,0.45,1,0.47761194,0.5,0.7,0.620689655,0.565217391,0.558823529,0.526315789,0.474576271,0.487179487,0.431818182,0.619047619,0.444444444,0.484848485,0.487179487,0.382978723,0.425531915
Pacers,13,26,0.5,24,36,0.667,8,36,44,20,6,4,12,21,111,24,51,0.470588235,1,0.480519481,0.49044586,0.619047619,0.52,0.666666667,0.631578947,0.571428571,0.537313433,0.543209877,0.487804878,0.5,0.4,0.5,0.428571429,0.428571429,0.476635514
Mavericks,8,24,0.333,12,21,0.571,6,31,37,21,6,6,12,28,100,32,56,0.571428571,0,0.519480519,0.50955414,0.380952381,0.48,0.333333333,0.368421053,0.428571429,0.462686567,0.456790123,0.512195122,0.5,0.6,0.5,0.571428571,0.571428571,0.523364486
Jazz,3,9,0.333,8,10,0.8,11,30,41,22,9,6,13,20,95,39,77,0.506493506,0,0.538461538,0.544303797,0.25,0.310344828,0.333333333,0.303030303,0.611111111,0.517241379,0.539473684,0.523809524,0.5,0.666666667,0.448275862,0.588235294,0.590909091,0.596899225
Bulls,9,20,0.45,16,23,0.696,7,28,35,20,9,3,16,14,97,27,52,0.519230769,1,0.461538462,0.455696203,0.75,0.689655172,0.666666667,0.696969697,0.388888889,0.482758621,0.460526316,0.476190476,0.5,0.333333333,0.551724138,0.411764706,0.409090909,0.403100775
Wizards,9,20,0.45,21,29,0.724,16,31,47,25,2,3,20,25,102,27,64,0.421875,0,0.5,0.49704142,0.5625,0.444444444,0.4375,0.46031746,0.571428571,0.5,0.522222222,0.595238095,0.111111111,0.333333333,0.666666667,0.520833333,0.482142857,0.516129032
Hawks,7,25,0.28,27,34,0.794,12,31,43,17,16,6,10,23,106,29,60,0.483333333,1,0.5,0.50295858,0.4375,0.555555556,0.5625,0.53968254,0.428571429,0.5,0.477777778,0.404761905,0.888888889,0.666666667,0.333333333,0.479166667,0.517857143,0.483870968
Heat,10,23,0.435,21,27,0.778,12,28,40,16,7,4,9,22,97,23,62,0.370967742,0,0.434210526,0.53125,0.434782609,0.450980392,0.583333333,0.54,0.705882353,0.411764706,0.470588235,0.432432432,0.538461538,0.307692308,0.45,0.47826087,0.433962264,0.568807339
Warriors,13,28,0.464,15,23,0.652,5,40,45,21,6,9,11,24,114,30,47,0.638297872,1,0.565789474,0.46875,0.565217391,0.549019608,0.416666667,0.46,0.294117647,0.588235294,0.529411765,0.567567568,0.461538462,0.692307692,0.55,0.52173913,0.566037736,0.431192661
Bucks,10,22,0.455,10,13,0.769,19,31,50,22,9,2,16,24,98,29,68,0.426470588,1,0.52,0.535714286,0.588235294,0.523809524,0.588235294,0.433333333,0.703703704,0.525423729,0.581395349,0.488888889,0.5625,0.285714286,0.457142857,0.571428571,0.5,0.53968254
Pistons,7,20,0.35,7,17,0.412,8,28,36,23,7,5,19,18,86,29,58,0.5,0,0.48,0.464285714,0.411764706,0.476190476,0.411764706,0.566666667,0.296296296,0.474576271,0.418604651,0.511111111,0.4375,0.714285714,0.542857143,0.428571429,0.5,0.46031746
Kings,5,14,0.357,20,24,0.833,7,31,38,16,9,4,9,22,99,32,63,0.507936508,1,0.528571429,0.493589744,0.625,0.451612903,0.5,0.452830189,0.333333333,0.543859649,0.487179487,0.516129032,0.75,0.4,0.473684211,0.488888889,0.516129032,0.504
Pelicans,3,17,0.176,20,29,0.69,14,26,40,15,3,6,10,23,89,30,62,0.483870968,0,0.471428571,0.506410256,0.375,0.548387097,0.5,0.547169811,0.666666667,0.456140351,0.512820513,0.483870968,0.25,0.6,0.526315789,0.511111111,0.483870968,0.496
Nuggets,8,16,0.5,20,27,0.741,14,31,45,22,5,7,14,25,114,35,69,0.507246377,1,0.551282051,0.508982036,0.533333333,0.432432432,0.384615385,0.421875,0.56,0.543859649,0.548780488,0.523809524,0.357142857,0.636363636,0.538461538,0.531914894,0.555555556,0.530769231
Bulls,7,21,0.333,32,37,0.865,11,26,37,20,9,4,12,22,109,28,61,0.459016393,0,0.448717949,0.491017964,0.466666667,0.567567568,0.615384615,0.578125,0.44,0.456140351,0.451219512,0.476190476,0.642857143,0.363636364,0.461538462,0.468085106,0.444444444,0.469230769
Trail Blazers,12,27,0.444,15,20,0.75,10,40,50,21,4,7,8,18,105,27,65,0.415384615,1,0.4875,0.494623656,0.705882353,0.642857143,0.6,0.571428571,0.5,0.519480519,0.515463918,0.42,0.571428571,0.583333333,0.571428571,0.473684211,0.428571429,0.451388889
Hornets,5,15,0.333,10,15,0.667,10,37,47,29,3,5,6,20,97,36,79,0.455696203,0,0.5125,0.505376344,0.294117647,0.357142857,0.4,0.428571429,0.5,0.480519481,0.484536082,0.58,0.428571429,0.416666667,0.428571429,0.526315789,0.571428571,0.548611111
Wizards,5,13,0.385,16,22,0.727,7,19,26,24,5,5,18,28,87,28,58,0.482758621,0,0.464788732,0.489655172,0.454545455,0.393939394,0.340425532,0.366666667,0.5,0.431818182,0.448275862,0.510638298,0.277777778,0.714285714,0.666666667,0.608695652,0.466666667,0.517857143
Cavaliers,6,20,0.3,31,38,0.816,7,25,32,23,13,2,9,18,113,32,54,0.592592593,1,0.535211268,0.510344828,0.545454545,0.606060606,0.659574468,0.633333333,0.5,0.568181818,0.551724138,0.489361702,0.722222222,0.285714286,0.333333333,0.391304348,0.533333333,0.482142857
Magic,6,20,0.3,18,24,0.75,12,34,46,21,8,1,14,18,96,30,67,0.447761194,0,0.45,0.505813953,0.333333333,0.434782609,0.620689655,0.558139535,0.6,0.465753425,0.494623656,0.411764706,0.533333333,0.142857143,0.482758621,0.486486486,0.483870968,0.531746032
Warriors,12,26,0.462,11,19,0.579,8,39,47,30,7,6,15,19,111,32,59,0.542372881,1,0.55,0.494186047,0.666666667,0.565217391,0.379310345,0.441860465,0.4,0.534246575,0.505376344,0.588235294,0.466666667,0.857142857,0.517241379,0.513513514,0.516129032,0.468253968
76ers,9,24,0.375,14,17,0.824,13,29,42,23,11,5,20,24,91,25,61,0.409836066,0,0.492753623,0.544871795,0.529411765,0.5,0.4,0.377777778,0.764705882,0.446153846,0.512195122,0.479166667,0.523809524,0.416666667,0.454545455,0.558139535,0.480769231,0.564814815
Nets,8,24,0.333,21,28,0.75,4,36,40,25,10,7,24,19,99,27,47,0.574468085,1,0.507246377,0.455128205,0.470588235,0.5,0.6,0.622222222,0.235294118,0.553846154,0.487804878,0.520833333,0.476190476,0.583333333,0.545454545,0.441860465,0.519230769,0.435185185
