TEAM_NAME,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,FG2M,FG2A,FG2_PCT,OUTCOME,DEFICIT_FGM,DEFICIT_FGA,DEFICIT_FG3M,DEFICIT_FG3A,DEFICIT_FTM,DEFICIT_FTA,DEFICIT_OREB,DEFICIT_DREB,DEFICIT_REB,DEFICIT_AST,DEFICIT_STL,DEFICIT_BLK,DEFICIT_TO,DEFICIT_PF,DEFICIT_FG2M,DEFICIT_FG2A
Cavaliers,15,28,0.536,22,28,0.786,11,45,56,29,7,5,11,19,129,31,61,0.508196721,1,0.56097561,0.5,0.882352941,0.636363636,0.578947368,0.538461538,0.47826087,0.6,0.571428571,0.517857143,0.538461538,0.5,0.5,0.463414634,0.476923077,0.455223881
Hornets,2,16,0.125,16,24,0.667,12,30,42,27,6,5,11,22,90,34,73,0.465753425,0,0.43902439,0.5,0.117647059,0.363636364,0.421052632,0.461538462,0.52173913,0.4,0.428571429,0.482142857,0.461538462,0.5,0.5,0.536585366,0.523076923,0.544776119
Heat,4,17,0.235,13,15,0.867,4,32,36,20,8,0,16,25,89,32,58,0.551724138,1,0.529411765,0.490196078,0.571428571,0.53125,0.393939394,0.394736842,0.333333333,0.524590164,0.493150685,0.588235294,0.470588235,0,0.470588235,0.531914894,0.524590164,0.479338843
Pacers,3,15,0.2,20,23,0.87,8,29,37,14,9,3,18,22,87,29,63,0.46031746,0,0.470588235,0.509803922,0.428571429,0.46875,0.606060606,0.605263158,0.666666667,0.475409836,0.506849315,0.411764706,0.529411765,1,0.529411765,0.468085106,0.475409836,0.520661157
Magic,7,27,0.259,11,19,0.579,8,31,39,27,10,4,14,19,106,37,60,0.616666667,0,0.505747126,0.488764045,0.411764706,0.519230769,0.392857143,0.475,0.4,0.455882353,0.443181818,0.482142857,0.625,0.5,0.5,0.513513514,0.528571429,0.476190476
Knicks,10,25,0.4,17,21,0.81,12,37,49,29,6,4,14,18,113,33,66,0.5,1,0.494252874,0.511235955,0.588235294,0.480769231,0.607142857,0.525,0.6,0.544117647,0.556818182,0.517857143,0.375,0.5,0.5,0.486486486,0.471428571,0.523809524
Mavericks,6,18,0.333,18,18,1,9,21,30,16,12,8,12,16,98,31,64,0.484375,0,0.493333333,0.5125,0.4,0.529411765,0.514285714,0.473684211,0.375,0.396226415,0.38961039,0.421052632,0.6,0.615384615,0.363636364,0.470588235,0.516666667,0.507936508
Bulls,9,16,0.563,17,20,0.85,15,32,47,22,8,5,21,18,102,29,62,0.467741935,1,0.506666667,0.4875,0.6,0.470588235,0.485714286,0.526315789,0.625,0.603773585,0.61038961,0.578947368,0.4,0.384615385,0.636363636,0.529411765,0.483333333,0.492063492
Pelicans,3,4,0.75,9,14,0.643,6,31,37,17,7,9,13,16,92,37,76,0.486842105,1,0.533333333,0.487804878,0.6,0.307692308,0.428571429,0.451612903,0.4,0.516666667,0.493333333,0.386363636,0.7,0.692307692,0.5,0.470588235,0.528571429,0.503311258
Timberwolves,2,9,0.222,12,17,0.706,9,29,38,27,3,4,13,18,84,33,75,0.44,0,0.466666667,0.512195122,0.4,0.692307692,0.571428571,0.548387097,0.6,0.483333333,0.506666667,0.613636364,0.3,0.307692308,0.5,0.529411765,0.471428571,0.496688742
Spurs,7,24,0.292,20,27,0.741,12,40,52,19,5,4,10,16,99,29,60,0.483333333,1,0.52173913,0.502994012,0.583333333,0.648648649,0.588235294,0.574468085,0.6,0.555555556,0.565217391,0.513513514,0.555555556,0.5,0.555555556,0.432432432,0.50877193,0.461538462
Lakers,5,13,0.385,14,20,0.7,8,32,40,18,4,4,8,21,85,28,70,0.4,0,0.47826087,0.497005988,0.416666667,0.351351351,0.411764706,0.425531915,0.4,0.444444444,0.434782609,0.486486486,0.444444444,0.5,0.444444444,0.567567568,0.49122807,0.538461538
Nuggets,6,21,0.286,19,26,0.731,17,31,48,20,8,2,12,19,99,31,68,0.455882353,0,0.5,0.542682927,0.4,0.5,0.527777778,0.490566038,0.68,0.484375,0.539325843,0.5,0.5,0.25,0.461538462,0.441860465,0.525423729,0.557377049
Celtics,9,21,0.429,17,27,0.63,8,33,41,20,8,6,14,24,100,28,54,0.518518519,1,0.5,0.457317073,0.6,0.5,0.472222222,0.509433962,0.32,0.515625,0.460674157,0.5,0.5,0.75,0.538461538,0.558139535,0.474576271,0.442622951
Suns,10,30,0.333,17,24,0.708,13,31,44,21,4,6,12,23,111,32,61,0.524590164,0,0.488372093,0.52,0.5,0.526315789,0.53125,0.545454545,0.684210526,0.46969697,0.517647059,0.466666667,0.363636364,0.5,0.461538462,0.522727273,0.484848485,0.516949153
Rockets,10,27,0.37,15,20,0.75,6,35,41,24,7,6,14,21,113,34,57,0.596491228,1,0.511627907,0.48,0.5,0.473684211,0.46875,0.454545455,0.315789474,0.53030303,0.482352941,0.533333333,0.636363636,0.5,0.538461538,0.477272727,0.515151515,0.483050847
Kings,4,17,0.235,29,34,0.853,11,32,43,19,12,3,19,17,101,30,65,0.461538462,0,0.430379747,0.465909091,0.19047619,0.298245614,0.604166667,0.607142857,0.47826087,0.484848485,0.483146067,0.37254902,0.48,0.272727273,0.527777778,0.435897436,0.517241379,0.546218487
Warriors,17,40,0.425,19,22,0.864,12,34,46,32,13,8,17,22,126,28,54,0.518518519,1,0.569620253,0.534090909,0.80952381,0.701754386,0.395833333,0.392857143,0.52173913,0.515151515,0.516853933,0.62745098,0.52,0.727272727,0.472222222,0.564102564,0.482758621,0.453781513
Knicks,6,15,0.4,9,18,0.5,14,40,54,20,4,6,14,28,71,22,64,0.34375,0,0.528301887,0.509677419,0.75,0.681818182,0.272727273,0.327272727,0.583333333,0.563380282,0.568421053,0.689655172,0.363636364,0.315789474,0.608695652,0.595744681,0.488888889,0.481203008
Hornets,2,7,0.286,24,37,0.649,10,31,41,9,7,13,9,19,76,23,69,0.333333333,1,0.471698113,0.490322581,0.25,0.318181818,0.727272727,0.672727273,0.416666667,0.436619718,0.431578947,0.310344828,0.636363636,0.684210526,0.391304348,0.404255319,0.511111111,0.518796992
Bucks,11,17,0.647,8,10,0.8,9,36,45,33,6,6,20,21,101,30,64,0.46875,1,0.569444444,0.48502994,0.647058824,0.404761905,0.307692308,0.285714286,0.36,0.545454545,0.494505495,0.70212766,0.352941176,0.75,0.512820513,0.6,0.545454545,0.512
Pistons,6,25,0.24,18,25,0.72,16,30,46,14,11,2,19,14,86,25,61,0.409836066,0,0.430555556,0.51497006,0.352941176,0.595238095,0.692307692,0.714285714,0.64,0.454545455,0.505494505,0.29787234,0.647058824,0.25,0.487179487,0.4,0.454545455,0.488
76ers,9,24,0.375,12,22,0.545,15,33,48,18,7,2,23,19,83,22,57,0.385964912,0,0.455882353,0.50625,0.6,0.631578947,0.363636364,0.468085106,0.625,0.464788732,0.505263158,0.428571429,0.411764706,0.222222222,0.56097561,0.487179487,0.41509434,0.467213115
Grizzlies,6,14,0.429,21,25,0.84,9,38,47,24,10,7,18,20,101,31,65,0.476923077,1,0.544117647,0.49375,0.4,0.368421053,0.636363636,0.531914894,0.375,0.535211268,0.494736842,0.571428571,0.588235294,0.777777778,0.43902439,0.512820513,0.58490566,0.532786885
Jazz,13,29,0.448,11,14,0.786,6,37,43,23,9,5,15,13,108,29,50,0.58,1,0.591549296,0.512987013,0.722222222,0.659090909,0.523809524,0.466666667,0.428571429,0.637931034,0.597222222,0.575,0.473684211,0.357142857,0.46875,0.433333333,0.547169811,0.454545455
Nets,5,15,0.333,10,16,0.625,8,21,29,17,10,9,17,17,73,24,60,0.4,0,0.408450704,0.487012987,0.277777778,0.340909091,0.476190476,0.533333333,0.571428571,0.362068966,0.402777778,0.425,0.526315789,0.642857143,0.53125,0.566666667,0.452830189,0.545454545
Wizards,5,15,0.333,11,14,0.786,2,39,41,24,8,3,12,19,96,35,67,0.52238806,0,0.533333333,0.485207101,0.277777778,0.326086957,0.35483871,0.411764706,0.2,0.52,0.482352941,0.52173913,0.5,0.75,0.5,0.575757576,0.614035088,0.544715447
Trail Blazers,13,31,0.419,20,20,1,8,36,44,22,8,1,12,14,103,22,56,0.392857143,1,0.466666667,0.514792899,0.722222222,0.673913043,0.64516129,0.588235294,0.8,0.48,0.517647059,0.47826087,0.5,0.25,0.5,0.424242424,0.385964912,0.455284553
Heat,1,13,0.077,19,23,0.826,13,41,54,19,6,13,10,15,96,37,71,0.521126761,1,0.550724638,0.49122807,0.125,0.351351351,0.558823529,0.547619048,0.481481481,0.585714286,0.556701031,0.558823529,0.545454545,0.565217391,0.526315789,0.483870968,0.606557377,0.529850746
Bulls,7,24,0.292,15,19,0.789,14,29,43,15,5,10,9,16,84,24,63,0.380952381,0,0.449275362,0.50877193,0.875,0.648648649,0.441176471,0.452380952,0.518518519,0.414285714,0.443298969,0.441176471,0.454545455,0.434782609,0.473684211,0.516129032,0.393442623,0.470149254
Thunder,10,30,0.333,14,18,0.778,10,32,42,26,6,6,8,23,98,27,64,0.421875,0,0.506849315,0.534090909,0.384615385,0.454545455,0.411764706,0.382978723,0.476190476,0.463768116,0.466666667,0.604651163,0.545454545,0.428571429,0.421052632,0.621621622,0.574468085,0.581818182
Cavaliers,16,36,0.444,20,29,0.69,11,37,48,17,5,8,11,14,108,20,46,0.434782609,1,0.493150685,0.465909091,0.615384615,0.545454545,0.588235294,0.617021277,0.523809524,0.536231884,0.533333333,0.395348837,0.454545455,0.571428571,0.578947368,0.378378378,0.425531915,0.418181818
Suns,10,29,0.345,22,27,0.815,5,26,31,23,5,8,11,25,100,24,51,0.470588235,0,0.441558442,0.479041916,0.5,0.557692308,0.47826087,0.428571429,0.263157895,0.419354839,0.382716049,0.450980392,0.416666667,0.615384615,0.5,0.555555556,0.421052632,0.443478261
Clippers,10,23,0.435,24,36,0.667,14,36,50,28,7,5,11,20,120,33,64,0.515625,1,0.558441558,0.520958084,0.5,0.442307692,0.52173913,0.571428571,0.736842105,0.580645161,0.617283951,0.549019608,0.583333333,0.384615385,0.5,0.444444444,0.578947368,0.556521739
Pelicans,8,17,0.471,21,25,0.84,11,29,40,27,9,3,9,25,109,32,62,0.516129032,1,0.506329114,0.49375,0.470588235,0.414634146,0.525,0.5,0.458333333,0.537037037,0.512820513,0.574468085,0.642857143,0.333333333,0.5,0.568181818,0.516129032,0.521008403
Mavericks,9,24,0.375,19,25,0.76,13,25,38,20,5,6,9,19,106,30,57,0.526315789,0,0.493670886,0.50625,0.529411765,0.585365854,0.475,0.5,0.541666667,0.462962963,0.487179487,0.425531915,0.357142857,0.666666667,0.5,0.431818182,0.483870968,0.478991597
Timberwolves,6,16,0.375,20,25,0.8,11,26,37,24,4,2,13,18,100,31,55,0.563636364,0,0.451219512,0.470198675,0.375,0.363636364,0.625,0.581395349,0.578947368,0.553191489,0.560606061,0.444444444,0.333333333,0.285714286,0.565217391,0.473684211,0.46969697,0.514018692
Hawks,10,28,0.357,12,18,0.667,8,21,29,30,8,5,10,20,112,35,52,0.673076923,1,0.548780488,0.529801325,0.625,0.636363636,0.375,0.418604651,0.421052632,0.446808511,0.439393939,0.555555556,0.666666667,0.714285714,0.434782609,0.526315789,0.53030303,0.485981308
Magic,6,17,0.353,17,23,0.739,3,30,33,22,7,5,12,21,99,32,61,0.524590164,0,0.469135802,0.48447205,0.428571429,0.459459459,0.586206897,0.56097561,0.25,0.441176471,0.4125,0.448979592,0.466666667,0.5,0.461538462,0.477272727,0.47761194,0.491935484
Pacers,8,20,0.4,12,18,0.667,9,38,47,27,8,5,14,23,106,35,63,0.555555556,1,0.530864198,0.51552795,0.571428571,0.540540541,0.413793103,0.43902439,0.75,0.558823529,0.5875,0.551020408,0.533333333,0.5,0.538461538,0.522727273,0.52238806,0.508064516
Spurs,5,22,0.227,26,30,0.867,14,27,41,22,9,6,15,17,101,30,61,0.491803279,1,0.472972973,0.503030303,0.384615385,0.564102564,0.742857143,0.697674419,0.518518519,0.482142857,0.493975904,0.431372549,0.428571429,0.545454545,0.46875,0.395348837,0.491803279,0.484126984
Bucks,8,17,0.471,9,13,0.692,13,29,42,29,12,5,17,26,95,31,65,0.476923077,0,0.527027027,0.496969697,0.615384615,0.435897436,0.257142857,0.302325581,0.481481481,0.517857143,0.506024096,0.568627451,0.571428571,0.454545455,0.53125,0.604651163,0.508196721,0.515873016
Raptors,5,15,0.333,23,29,0.793,6,31,37,23,9,5,8,21,114,38,66,0.575757576,1,0.511904762,0.473684211,0.294117647,0.306122449,0.58974359,0.557692308,0.3,0.508196721,0.456790123,0.489361702,0.642857143,0.714285714,0.363636364,0.5,0.567164179,0.540983607
Pistons,12,34,0.353,16,23,0.696,14,30,44,24,5,2,14,21,110,29,56,0.517857143,0,0.488095238,0.526315789,0.705882353,0.693877551,0.41025641,0.442307692,0.7,0.491803279,0.543209877,0.510638298,0.357142857,0.285714286,0.636363636,0.5,0.432835821,0.459016393
Warriors,8,23,0.348,22,25,0.88,9,38,47,29,9,3,13,20,114,34,66,0.515151515,1,0.506024096,0.483695652,0.444444444,0.450980392,0.536585366,0.480769231,0.409090909,0.520547945,0.494736842,0.557692308,0.642857143,0.5,0.481481481,0.487804878,0.523076923,0.496240602
Celtics,10,28,0.357,19,27,0.704,13,35,48,23,5,3,14,21,111,31,67,0.462686567,0,0.493975904,0.516304348,0.555555556,0.549019608,0.463414634,0.519230769,0.590909091,0.479452055,0.505263158,0.442307692,0.357142857,0.5,0.518518519,0.512195122,0.476923077,0.503759398
Wizards,4,14,0.286,17,23,0.739,10,40,50,29,5,2,17,27,117,44,76,0.578947368,1,0.539325843,0.471204188,0.25,0.325581395,0.447368421,0.450980392,0.416666667,0.563380282,0.526315789,0.527272727,0.416666667,0.4,0.653846154,0.529411765,0.602739726,0.513513514
Nuggets,12,29,0.414,21,28,0.75,14,31,45,26,7,3,9,24,115,29,72,0.402777778,0,0.460674157,0.528795812,0.75,0.674418605,0.552631579,0.549019608,0.583333333,0.436619718,0.473684211,0.472727273,0.583333333,0.6,0.346153846,0.470588235,0.397260274,0.486486486
Lakers,1,13,0.077,18,25,0.72,13,40,53,20,4,2,21,18,87,33,66,0.5,0,0.492753623,0.475903614,0.071428571,0.228070175,0.529411765,0.543478261,0.541666667,0.533333333,0.535353535,0.476190476,0.235294118,0.333333333,0.6,0.43902439,0.6,0.605504587
Rockets,13,44,0.295,16,21,0.762,11,35,46,22,13,4,14,23,99,22,43,0.511627907,1,0.507246377,0.524096386,0.928571429,0.771929825,0.470588235,0.456521739,0.458333333,0.466666667,0.464646465,0.523809524,0.764705882,0.666666667,0.4,0.56097561,0.4,0.394495413
Magic,4,12,0.333,16,25,0.64,13,31,44,14,8,3,17,22,94,33,66,0.5,0,0.506849315,0.506493506,0.363636364,0.4,0.4,0.490196078,0.65,0.492063492,0.530120482,0.358974359,0.421052632,0.333333333,0.53125,0.564102564,0.532258065,0.532258065
Grizzlies,7,18,0.389,24,26,0.923,7,32,39,25,11,6,15,17,103,29,58,0.5,1,0.493150685,0.493506494,0.636363636,0.6,0.6,0.509803922,0.35,0.507936508,0.469879518,0.641025641,0.578947368,0.666666667,0.46875,0.435897436,0.467741935,0.467741935
76ers,2,15,0.133,16,21,0.762,13,25,38,15,7,9,12,19,74,26,66,0.393939394,0,0.417910448,0.48502994,0.222222222,0.483870968,0.533333333,0.525,0.433333333,0.416666667,0.422222222,0.348837209,0.411764706,0.45,0.52173913,0.527777778,0.448275862,0.485294118
Pelicans,7,16,0.438,14,19,0.737,17,35,52,28,10,11,11,17,99,32,70,0.457142857,1,0.582089552,0.51497006,0.777777778,0.516129032,0.466666667,0.475,0.566666667,0.583333333,0.577777778,0.651162791,0.588235294,0.55,0.47826087,0.472222222,0.551724138,0.514705882
Thunder,4,20,0.2,16,24,0.667,14,38,52,17,9,11,15,23,92,32,66,0.484848485,1,0.553846154,0.502923977,0.666666667,0.606060606,0.4,0.428571429,0.482758621,0.520547945,0.509803922,0.566666667,0.5,0.6875,0.535714286,0.575,0.542372881,0.47826087
Timberwolves,2,13,0.154,24,32,0.75,15,35,50,13,9,5,13,17,84,27,72,0.375,0,0.446153846,0.497076023,0.333333333,0.393939394,0.6,0.571428571,0.517241379,0.479452055,0.490196078,0.433333333,0.5,0.3125,0.464285714,0.425,0.457627119,0.52173913
Jazz,9,24,0.375,11,19,0.579,10,29,39,18,9,10,14,23,90,26,58,0.448275862,0,0.5,0.525641026,0.529411765,0.558139535,0.34375,0.452380952,0.666666667,0.475409836,0.513157895,0.5,0.529411765,0.769230769,0.5,0.605263158,0.490566038,0.513274336
Celtics,8,19,0.421,21,23,0.913,5,32,37,18,8,3,14,15,99,27,55,0.490909091,1,0.5,0.474358974,0.470588235,0.441860465,0.65625,0.547619048,0.333333333,0.524590164,0.486842105,0.5,0.470588235,0.230769231,0.5,0.394736842,0.509433962,0.486725664
Clippers,7,19,0.368,19,22,0.864,10,35,45,25,10,8,13,17,102,31,61,0.508196721,1,0.487179487,0.490797546,0.466666667,0.475,0.655172414,0.594594595,0.555555556,0.538461538,0.542168675,0.490196078,0.588235294,0.666666667,0.565217391,0.53125,0.492063492,0.495934959
Nuggets,8,21,0.381,10,15,0.667,8,30,38,26,7,4,10,15,98,32,62,0.516129032,0,0.512820513,0.509202454,0.533333333,0.525,0.344827586,0.405405405,0.444444444,0.461538462,0.457831325,0.509803922,0.411764706,0.333333333,0.434782609,0.46875,0.507936508,0.504065041
Raptors,9,26,0.346,27,34,0.794,8,34,42,21,9,6,10,27,104,25,47,0.531914894,1,0.5,0.470967742,0.5625,0.590909091,0.627906977,0.596491228,0.421052632,0.515151515,0.494117647,0.488372093,0.692307692,0.666666667,0.416666667,0.551020408,0.480769231,0.423423423
Pacers,7,18,0.389,16,23,0.696,11,32,43,22,4,3,14,22,91,27,64,0.421875,0,0.5,0.529032258,0.4375,0.409090909,0.372093023,0.403508772,0.578947368,0.484848485,0.505882353,0.511627907,0.307692308,0.333333333,0.583333333,0.448979592,0.519230769,0.576576577
Pistons,8,24,0.333,17,23,0.739,16,35,51,21,4,8,18,17,95,27,59,0.457627119,0,0.472972973,0.471590909,0.470588235,0.413793103,0.515151515,0.575,0.551724138,0.507246377,0.520408163,0.525,0.307692308,0.666666667,0.666666667,0.459459459,0.473684211,0.5
Cavaliers,9,34,0.265,16,17,0.941,13,34,47,19,9,4,9,20,103,30,59,0.508474576,1,0.527027027,0.528409091,0.529411765,0.586206897,0.484848485,0.425,0.448275862,0.492753623,0.479591837,0.475,0.692307692,0.333333333,0.333333333,0.540540541,0.526315789,0.5
Bucks,9,16,0.563,22,30,0.733,4,30,34,25,7,3,12,22,109,30,55,0.545454545,1,0.506493506,0.48630137,0.5625,0.444444444,0.536585366,0.535714286,0.444444444,0.517241379,0.507462687,0.555555556,0.583333333,0.75,0.5,0.488888889,0.491803279,0.5
Heat,7,20,0.35,19,26,0.731,5,28,33,20,5,1,12,23,102,31,55,0.563636364,0,0.493506494,0.51369863,0.4375,0.555555556,0.463414634,0.464285714,0.555555556,0.482758621,0.492537313,0.444444444,0.416666667,0.25,0.5,0.511111111,0.508196721,0.5
Grizzlies,10,21,0.476,15,20,0.75,9,31,40,23,6,0,13,17,109,32,58,0.551724138,1,0.525,0.503184713,0.588235294,0.446808511,0.681818182,0.666666667,0.529411765,0.534482759,0.533333333,0.534883721,0.428571429,0,0.448275862,0.459459459,0.507936508,0.527272727
Mavericks,7,26,0.269,7,10,0.7,8,27,35,20,8,3,16,20,90,31,52,0.596153846,0,0.475,0.496815287,0.411764706,0.553191489,0.318181818,0.333333333,0.470588235,0.465517241,0.466666667,0.465116279,0.571428571,1,0.551724138,0.540540541,0.492063492,0.472727273
Warriors,9,33,0.273,6,12,0.5,15,33,48,31,9,2,13,15,111,39,80,0.4875,0,0.533333333,0.535545024,0.529411765,0.532258065,0.222222222,0.342857143,0.441176471,0.44,0.440366972,0.62,0.6,0.25,0.382352941,0.454545455,0.534246575,0.536912752
Bulls,8,29,0.276,21,23,0.913,19,42,61,19,6,6,21,18,113,34,69,0.492753623,1,0.466666667,0.464454976,0.470588235,0.467741935,0.777777778,0.657142857,0.558823529,0.56,0.559633028,0.38,0.4,0.75,0.617647059,0.545454545,0.465753425,0.463087248
Wizards,4,16,0.25,18,27,0.667,9,42,51,19,8,2,16,18,98,34,62,0.548387097,1,0.506666667,0.472727273,0.444444444,0.444444444,0.580645161,0.627906977,0.529411765,0.583333333,0.573033708,0.527777778,0.470588235,0.333333333,0.592592593,0.486486486,0.515151515,0.480620155
Lakers,5,20,0.25,13,16,0.813,8,30,38,17,9,4,11,19,92,32,67,0.47761194,0,0.493333333,0.527272727,0.555555556,0.555555556,0.419354839,0.372093023,0.470588235,0.416666667,0.426966292,0.472222222,0.529411765,0.666666667,0.407407407,0.513513514,0.484848485,0.519379845
Trail Blazers,10,31,0.323,14,17,0.824,11,28,39,18,5,5,8,20,94,25,49,0.510204082,0,0.507246377,0.484848485,0.4,0.455882353,0.466666667,0.485714286,0.44,0.466666667,0.458823529,0.529411765,0.625,0.833333333,0.5,0.571428571,0.568181818,0.505154639
Cavaliers,15,37,0.405,16,18,0.889,14,32,46,16,3,1,8,15,99,19,48,0.395833333,1,0.492753623,0.515151515,0.6,0.544117647,0.533333333,0.514285714,0.56,0.533333333,0.541176471,0.470588235,0.375,0.166666667,0.5,0.428571429,0.431818182,0.494845361
76ers,7,21,0.333,8,12,0.667,13,35,48,27,11,10,19,19,89,30,57,0.526315789,1,0.616666667,0.509803922,0.777777778,0.512195122,0.275862069,0.342857143,0.481481481,0.593220339,0.558139535,0.642857143,0.47826087,0.666666667,0.527777778,0.542857143,0.588235294,0.508928571
Pistons,2,20,0.1,21,23,0.913,14,24,38,15,12,5,17,16,69,21,55,0.381818182,0,0.383333333,0.490196078,0.222222222,0.487804878,0.724137931,0.657142857,0.518518519,0.406779661,0.441860465,0.357142857,0.52173913,0.333333333,0.472222222,0.457142857,0.411764706,0.491071429
Nets,9,24,0.375,15,18,0.833,9,26,35,26,6,5,8,20,102,30,63,0.476190476,0,0.506493506,0.514792899,0.428571429,0.421052632,0.375,0.409090909,0.428571429,0.440677966,0.4375,0.472727273,0.6,0.555555556,0.421052632,0.526315789,0.535714286,0.5625
Hawks,12,33,0.364,25,26,0.962,12,33,45,29,4,4,11,18,113,26,49,0.530612245,1,0.493506494,0.485207101,0.571428571,0.578947368,0.625,0.590909091,0.571428571,0.559322034,0.5625,0.527272727,0.4,0.444444444,0.578947368,0.473684211,0.464285714,0.4375
Raptors,17,34,0.5,16,19,0.842,11,28,39,29,12,4,16,24,119,26,50,0.52,1,0.551282051,0.535031847,0.708333333,0.666666667,0.390243902,0.395833333,0.647058824,0.528301887,0.557142857,0.630434783,0.666666667,0.5,0.484848485,0.571428571,0.481481481,0.471698113
Kings,7,17,0.412,25,29,0.862,6,25,31,17,6,4,17,18,102,28,56,0.5,0,0.448717949,0.464968153,0.291666667,0.333333333,0.609756098,0.604166667,0.352941176,0.471698113,0.442857143,0.369565217,0.333333333,0.5,0.515151515,0.428571429,0.518518519,0.528301887
Rockets,14,35,0.4,13,15,0.867,11,28,39,21,14,7,16,19,99,22,53,0.41509434,1,0.507042254,0.517647059,0.583333333,0.583333333,0.481481481,0.483870968,0.523809524,0.4375,0.458823529,0.567567568,0.583333333,0.5,0.41025641,0.542857143,0.468085106,0.481818182
Mavericks,10,25,0.4,14,16,0.875,10,36,46,16,10,7,23,16,94,25,57,0.438596491,0,0.492957746,0.482352941,0.416666667,0.416666667,0.518518519,0.516129032,0.476190476,0.5625,0.541176471,0.432432432,0.416666667,0.5,0.58974359,0.457142857,0.531914894,0.518181818
Timberwolves,6,16,0.375,28,32,0.875,6,39,45,18,6,4,11,11,110,32,61,0.524590164,1,0.475,0.458333333,0.461538462,0.41025641,0.8,0.780487805,0.4,0.565217391,0.535714286,0.45,0.4,0.5,0.458333333,0.333333333,0.47761194,0.472868217
Celtics,7,23,0.304,7,9,0.778,9,30,39,22,9,4,13,22,98,35,68,0.514705882,0,0.525,0.541666667,0.538461538,0.58974359,0.2,0.219512195,0.6,0.434782609,0.464285714,0.55,0.6,0.5,0.541666667,0.666666667,0.52238806,0.527131783
Pelicans,3,15,0.2,18,24,0.75,17,31,48,15,2,6,9,15,85,29,67,0.432835821,0,0.450704225,0.491017964,0.230769231,0.46875,0.782608696,0.774193548,0.68,0.5,0.551724138,0.333333333,0.333333333,0.461538462,0.529411765,0.405405405,0.5,0.496296296
Nuggets,10,17,0.588,5,7,0.714,8,31,39,30,4,7,8,22,93,29,68,0.426470588,1,0.549295775,0.508982036,0.769230769,0.53125,0.217391304,0.225806452,0.32,0.5,0.448275862,0.666666667,0.666666667,0.538461538,0.470588235,0.594594595,0.5,0.503703704
Thunder,5,22,0.227,19,22,0.864,10,37,47,10,7,7,13,22,92,29,63,0.46031746,0,0.459459459,0.482954545,0.384615385,0.564102564,0.612903226,0.564102564,0.476190476,0.480519481,0.479591837,0.256410256,0.466666667,0.538461538,0.565217391,0.564102564,0.475409836,0.459854015
Knicks,8,17,0.471,12,17,0.706,11,40,51,29,8,6,10,17,100,32,74,0.432432432,1,0.540540541,0.517045455,0.615384615,0.435897436,0.387096774,0.435897436,0.523809524,0.519480519,0.520408163,0.743589744,0.533333333,0.461538462,0.434782609,0.435897436,0.524590164,0.540145985
Spurs,10,29,0.345,15,18,0.833,10,39,49,23,7,8,14,14,95,25,54,0.462962963,1,0.507246377,0.5,0.625,0.617021277,0.555555556,0.5625,0.555555556,0.527027027,0.532608696,0.5,0.5,0.666666667,0.538461538,0.451612903,0.471698113,0.453781513
Hornets,6,18,0.333,12,14,0.857,8,35,43,23,7,4,12,17,86,28,65,0.430769231,0,0.492753623,0.5,0.375,0.382978723,0.444444444,0.4375,0.444444444,0.472972973,0.467391304,0.5,0.5,0.333333333,0.461538462,0.548387097,0.528301887,0.546218487
Jazz,5,24,0.208,14,20,0.7,16,31,47,17,2,6,9,18,89,30,57,0.526315789,0,0.507246377,0.515923567,0.357142857,0.48,0.451612903,0.444444444,0.615384615,0.534482759,0.55952381,0.566666667,0.222222222,0.5,0.529411765,0.473684211,0.545454545,0.53271028
Clippers,9,26,0.346,17,25,0.68,10,27,37,13,7,6,8,20,94,25,50,0.5,1,0.492753623,0.484076433,0.642857143,0.52,0.548387097,0.555555556,0.384615385,0.465517241,0.44047619,0.433333333,0.777777778,0.5,0.470588235,0.526315789,0.454545455,0.46728972
Wizards,8,18,0.444,16,23,0.696,15,35,50,13,2,3,13,16,98,29,70,0.414285714,0,0.480519481,0.5,0.421052632,0.382978723,0.516129032,0.56097561,0.681818182,0.507246377,0.549450549,0.361111111,0.166666667,0.6,0.590909091,0.5,0.5,0.542635659
Suns,11,29,0.379,15,18,0.833,7,34,41,23,10,2,9,16,106,29,59,0.491525424,1,0.519480519,0.5,0.578947368,0.617021277,0.483870968,0.43902439,0.318181818,0.492753623,0.450549451,0.638888889,0.833333333,0.4,0.409090909,0.5,0.5,0.457364341
Magic,5,18,0.278,21,30,0.7,14,35,49,14,8,4,23,18,100,32,64,0.5,0,0.451219512,0.485207101,0.294117647,0.418604651,0.617647059,0.625,0.666666667,0.53030303,0.563218391,0.325581395,0.333333333,0.333333333,0.605263158,0.428571429,0.492307692,0.507936508
Bucks,12,25,0.48,13,18,0.722,7,31,38,29,16,8,15,24,115,33,62,0.532258065,1,0.548780488,0.514792899,0.705882353,0.581395349,0.382352941,0.375,0.333333333,0.46969697,0.436781609,0.674418605,0.666666667,0.666666667,0.394736842,0.571428571,0.507692308,0.492063492
